symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
2698.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,35.46,36.61,37.76,35.11,2026-08-05,1,False
0669.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.75,0.75,0.4504,8,282,0.0401,143.8,149.57,155.33,142.36,2026-08-05,2,True
0868.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.75,0.75,0.4653,8,331,0.048,9.305,9.75,10.2,9.21,2026-08-05,2,True
0857.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4667,0.4667,0.4504,15,282,-0.0007,9.49,9.48,9.48,9.4,2026-08-05,2,True
2269.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,40.46,40.83,41.2,40.06,2026-08-04,2,True
0762.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4,0.4,0.4504,5,282,0.0047,6.59,6.62,6.65,6.52,2026-08-05,2,True
2899.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.7143,0.7143,0.3295,14,437,0.048,35.2,36.89,38.58,34.85,2026-08-05,3,False
1378.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3032,10,376,0.0351,23.5,24.32,25.15,23.27,2026-08-04,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,48.76,132.16,215.56,48.27,2026-08-05,3,False
1093.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5875,0.5875,0.3356,80,3424,0.0389,8.375,8.7,9.03,8.29,2026-08-05,3,False
1177.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5667,0.5667,0.3474,90,3221,0.032,4.885,5.04,5.2,4.84,2026-08-05,3,False
0467.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5326,0.5326,0.3017,92,4558,0.0531,0.365,0.38,0.4,0.36,2026-08-05,3,False
2600.HK,Unknown,Unknown,RSI,RSI 加速上升,None,0.0,0.5525,0.5152,0.5152,0.2784,66,3247,0.0202,8.645,8.82,8.99,8.56,2026-08-05,3,False
2338.HK,Unknown,Unknown,BB,價格在 BB 中軌上方,Morning Star,0.8,0.924,0.5085,,0.5085,0,59,0.0246,33.44,34.26,35.09,33.11,2026-08-03,3,False
