symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
0999.HK,Unknown,Unknown,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.5532,,0.5532,0,47,0.0312,6.97,7.19,7.4,6.9,2026-07-22,1,False
2899.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 突破 0 軸,None,0.0,0.595,0.7143,,0.7143,0,14,0.031,32.936,33.96,34.98,32.61,2026-07-22,2,True
2314.HK,Unknown,Unknown,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.7143,0.7143,0.4162,7,173,0.0311,3.78,3.9,4.02,3.74,2026-07-21,2,True
0738.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.6,0.6,0.3565,15,446,0.0163,0.28,0.28,0.29,0.28,2026-07-23,2,True
1928.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,13.86,13.99,14.12,13.72,2026-07-23,2,True
9633.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,40.44,40.81,41.18,40.04,2026-07-23,2,True
1900.HK,Unknown,Unknown,KDJ,KDJ 金叉,Support,0.9,1.0,0.8,,,0,0,0.0149,0.188,0.19,0.19,0.19,2026-07-21,3,False
1378.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3032,10,376,0.0351,23.94,24.78,25.62,23.7,2026-07-23,3,False
2628.HK,Finance,Finance,KDJ,KDJ 金叉,None,0.0,0.5525,0.6667,0.6667,0.403,9,67,0.0399,28.6,29.74,30.88,28.31,2026-07-23,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,48.52,131.51,214.5,48.03,2026-07-23,3,False
