symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
1109.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.8,0.8,0.7143,5,14,0.0542,33.58,35.4,37.22,33.24,2026-07-28,1,False
0066.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Consolidation Breakout,0.75,1.0,0.7059,0.7059,0.2273,17,154,0.0318,33.5,34.57,35.63,33.16,2026-07-29,1,False
0083.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,10.81,11.16,11.51,10.7,2026-07-29,1,False
0912.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,1.15,1.19,1.22,1.14,2026-07-29,1,False
2096.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,12.81,13.23,13.64,12.68,2026-07-28,1,False
1044.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),Consolidation Breakout,0.85,1.0,0.5909,,0.5909,0,22,0.0231,25.36,25.95,26.53,25.11,2026-07-29,1,True
0941.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Consolidation Breakout,0.85,1.0,0.5625,,0.5625,0,32,0.0178,84.1,85.6,87.09,83.26,2026-07-29,1,True
0175.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.8333,0.8333,0.4636,6,110,0.0713,20.3,21.75,23.19,20.1,2026-07-29,2,True
2382.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.7143,0.7143,0.4653,14,331,0.0349,61.2,63.34,65.47,60.59,2026-07-29,2,True
0738.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.6,0.6,0.3565,15,446,0.0163,0.27,0.27,0.28,0.27,2026-07-27,2,True
1810.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5,0.5,0.4504,12,282,0.0342,31.88,32.97,34.06,31.56,2026-07-29,2,True
0939.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.4889,,0.4889,0,45,0.019,9.13,9.3,9.48,9.04,2026-07-28,2,True
9633.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,44.9,45.31,45.73,44.45,2026-07-29,2,True
9961.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,349.2,352.41,355.63,345.71,2026-07-28,2,True
0762.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4,0.4,0.4605,5,215,-0.0084,6.81,6.75,6.7,6.74,2026-07-29,2,True
1876.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,Bullish Engulfing,0.75,0.9735000000000001,0.75,,0.75,0,8,0.0373,6.59,6.84,7.08,6.52,2026-07-27,3,False
1378.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3032,10,376,0.0351,23.8,24.64,25.47,23.56,2026-07-29,3,False
1093.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6364,0.6364,0.3295,11,437,0.0314,8.76,9.04,9.31,8.67,2026-07-29,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,49.76,134.87,219.98,49.26,2026-07-28,3,False
1177.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5667,0.5667,0.3474,90,3221,0.032,5.23,5.4,5.56,5.18,2026-07-29,3,False
0467.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5326,0.5326,0.3017,92,4558,0.0531,0.355,0.37,0.39,0.35,2026-07-29,3,False
0322.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,11.77,12.01,12.24,11.65,2026-07-28,3,False
2020.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,79.65,81.25,82.85,78.85,2026-07-29,3,False
2600.HK,Unknown,Unknown,RSI,RSI 加速上升,None,0.0,0.5525,0.5152,0.5152,0.2784,66,3247,0.0202,8.33,8.5,8.67,8.25,2026-07-27,3,False
