symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
2319.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.7368,,0.7368,0,19,0.0261,14.7421,15.13,15.51,14.59,2026-06-09,2,True
0388.HK,Finance,Finance,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.65,,0.65,0,20,0.0384,386.8,401.65,416.51,382.93,2026-06-08,2,True
3309.HK,Unknown,Unknown,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.7778,0.7778,0.4167,9,84,0.0374,1.02,1.06,1.1,1.01,2026-06-10,3,False
2313.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),Bullish Engulfing,0.75,1.0,0.5573,,,0,0,0.0283,43.2,44.42,45.65,42.77,2026-06-09,3,False
1800.HK,Unknown,Unknown,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.4167,,0.4167,0,84,0.0144,4.17,4.23,4.29,4.13,2026-06-08,3,False
1877.HK,Unknown,Unknown,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.4167,,0.4167,0,84,0.0144,16.6,16.84,17.08,16.43,2026-06-10,3,False
2111.HK,Unknown,Unknown,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.4167,,0.4167,0,84,0.0144,2.62,2.66,2.7,2.59,2026-06-10,3,False
1810.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.3889,,0.3889,0,36,0.0127,26.32,26.65,26.99,26.06,2026-06-10,3,False
0288.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.3821,,0.3821,0,123,0.0084,9.4,9.48,9.56,9.31,2026-06-09,3,False
1093.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.3821,,0.3821,0,123,0.0084,7.36,7.42,7.48,7.29,2026-06-09,3,False
