symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
FISV,Financials,Transaction & Payment Processing Services,RSI,RSI 超賣區域 (30),Support,0.8,1.0,0.7143,,0.7143,0,7,0.0267,47.91,49.19,50.47,47.43,2026-06-15,1,True
BSX,Health Care,Health Care Equipment,RSI,RSI 維持超賣,None,0.0,0.385,0.6364,0.6364,0.3045,11,1271,0.0165,44.95,45.69,46.43,44.5,2026-06-17,3,False
APA,Energy,Oil & Gas Exploration & Production,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.5625,0.5625,0.3294,32,507,0.0136,33.93,34.39,34.85,33.59,2026-06-17,3,False
EBAY,Consumer Discretionary,Broadline Retail,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.5,,,0,0,0.02,109.32,111.51,113.69,108.23,2026-06-16,3,False
SNPS,Information Technology,Application Software,KDJ,KDJ 金叉,Bullish Engulfing,0.75,1.0,0.5,,,0,0,0.02,461.74,470.97,480.21,457.12,2026-06-17,3,False
VEEV,Health Care,Health Care Technology,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.5,,,0,0,0.02,162.17,165.41,168.66,160.55,2026-06-15,3,False
eBay,Unknown,Unknown,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.5,,,0,0,0.02,109.32,111.51,113.69,108.23,2026-06-16,3,False
AAPL,Information Technology,"Technology Hardware, Storage & Peripherals",RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,295.95,301.87,307.79,292.99,2026-06-17,3,False
AIG,Financials,Multi-line Insurance,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,75.21,76.71,78.22,74.46,2026-06-16,3,False
ALB,Materials,Specialty Chemicals,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,166.56,169.89,173.22,164.89,2026-06-17,3,False
AMAT,Information Technology,Semiconductor Materials & Equipment,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,592.92,604.78,616.64,586.99,2026-06-17,3,False
AMZN,Consumer Discretionary,Broadline Retail,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,246.0,250.92,255.84,243.54,2026-06-16,3,False
APD,Materials,Industrial Gases,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,281.75,287.38,293.02,278.93,2026-06-17,3,False
ATO,Utilities,Gas Utilities,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,169.63,173.02,176.42,167.93,2026-06-16,3,False
AVGO,Information Technology,Semiconductors,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,392.9,400.76,408.62,388.97,2026-06-17,3,False
BAC,Financials,Diversified Banks,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,56.53,57.66,58.79,55.96,2026-06-17,3,False
C,Financials,Diversified Banks,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,143.78,146.66,149.53,142.34,2026-06-17,3,False
CEG,Utilities,Electric Utilities,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,267.17,272.51,277.86,264.5,2026-06-17,3,False
CF,Materials,Fertilizers & Agricultural Chemicals,KDJ,KDJ 金叉,None,0.0,0.5525,0.5,,,0,0,0.02,106.9,109.04,111.18,105.83,2026-06-15,3,False
CHTR,Communication Services,Cable & Satellite,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,141.78,144.62,147.45,140.36,2026-06-16,3,False
CME,Financials,Financial Exchanges & Data,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,261.6,266.83,272.06,258.98,2026-06-16,3,False
COIN,Financials,Financial Exchanges & Data,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,164.92,168.22,171.52,163.27,2026-06-17,3,False
COST,Consumer Staples,Consumer Staples Merchandise Retail,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,986.68,1006.41,1026.15,976.81,2026-06-16,3,False
CTVA,Materials,Fertilizers & Agricultural Chemicals,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,77.37,78.92,80.46,76.6,2026-06-17,3,False
DIS,Communication Services,Movies & Entertainment,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,100.86,102.88,104.89,99.85,2026-06-17,3,False
DLR,Real Estate,Data Center REITs,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,187.08,190.82,194.56,185.21,2026-06-17,3,False
DVA,Health Care,Health Care Services,RSI,RSI 加速上升,None,0.0,0.5525,0.5,,,0,0,0.02,210.58,214.79,219.0,208.47,2026-06-17,3,False
