symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
9961.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),Support,0.9,1.0,0.6667,,0.6667,0,6,0.0473,305.2,319.64,334.07,302.15,2026-06-26,1,True
0889.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,0.64,0.66,0.68,0.63,2026-06-30,1,False
1093.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,Morning Star,0.8,1.0,0.5091,,0.5091,0,55,0.0169,7.15,7.27,7.39,7.08,2026-06-29,1,True
1009.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,1.0,1.0,0.3565,6,446,0.2829,1.5,1.92,2.35,1.48,2026-06-26,2,True
1877.HK,Unknown,Unknown,BB,價格在 BB 中軌上方,None,0.0,0.425,0.56,0.56,0.3571,25,588,0.0441,17.21,17.97,18.73,17.04,2026-06-29,2,True
2038.HK,Unknown,Unknown,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.475,,0.475,0,40,0.0118,20.5,20.74,20.98,20.29,2026-06-26,2,True
2319.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4605,,0.4605,0,215,0.0078,16.65,16.78,16.91,16.48,2026-06-26,2,True
2318.HK,Finance,Finance,BB,BB 跌破下軌 (超賣),Support,0.9,1.0,0.8393,,,0,0,0.067,50.55,53.94,57.32,50.04,2026-06-26,3,False
0960.HK,Properties,Properties,RSI,RSI 維持超賣,Support,0.7,0.87,0.7805,,,0,0,0.0493,6.03,6.33,6.62,5.97,2026-06-26,3,False
0241.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),Support,0.7,0.99,0.6667,,0.6667,0,6,0.0473,3.07,3.22,3.36,3.04,2026-06-26,3,False
0388.HK,Finance,Finance,RSI,RSI 超賣區域 (30),Bullish Engulfing,0.75,1.0,0.641,,,0,0,0.0374,362.2,375.75,389.29,358.58,2026-06-26,3,False
1000.HK,Unknown,Unknown,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.625,0.625,0.3602,8,372,0.0802,0.45,0.49,0.52,0.45,2026-06-26,3,False
0939.HK,Finance,Finance,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.6,,0.6,0,5,0.0236,7.8671,8.05,8.24,7.79,2026-06-30,3,False
2388.HK,Finance,Finance,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.6,,0.6,0,5,0.0236,43.6,44.63,45.66,43.16,2026-06-29,3,False
2314.HK,Unknown,Unknown,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.5714,0.5714,0.3602,7,372,0.0231,2.83,2.9,2.96,2.8,2026-06-26,3,False
1810.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持超賣,None,0.0,0.385,0.5714,0.5714,0.2895,7,152,0.0195,21.64,22.06,22.48,21.42,2026-06-30,3,False
1177.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Morning Star,0.8,1.0,0.5,,0.5,0,18,0.0161,4.49,4.56,4.63,4.45,2026-06-29,3,False
2111.HK,Unknown,Unknown,RSI,RSI 加速上升,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,8,0.0104,2.38,2.4,2.43,2.36,2026-06-29,3,False
0293.HK,Unknown,Unknown,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.5,0.5,0.3003,12,766,0.0003,12.81,12.81,12.82,12.68,2026-06-29,3,False
0999.HK,Unknown,Unknown,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.5,0.5,0.3003,6,766,0.0305,6.99,7.2,7.42,6.92,2026-06-30,3,False
9633.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.3032,6,376,0.0129,43.26,43.82,44.38,42.83,2026-06-29,3,False
1209.HK,Properties,Properties,RSI,RSI 維持超賣,Morning Star,0.8,0.9,0.4976,,,0,0,0.0197,37.22,37.95,38.69,36.85,2026-06-29,3,False
1929.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4923,0.4923,0.3474,130,3221,0.0233,11.29,11.55,11.82,11.18,2026-06-26,3,False
0669.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.4545,0.4545,0.2979,66,2269,0.015,129.5,131.44,133.38,128.21,2026-06-30,3,False
1044.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持超賣,None,0.0,0.385,0.4545,0.4545,0.2895,11,152,0.015,21.74,22.07,22.39,21.52,2026-06-30,3,False
1797.HK,Unknown,Unknown,RSI,RSI 加速上升,None,0.0,0.5525,0.4462,0.4462,0.2784,65,3247,0.022,23.2,23.71,24.22,22.97,2026-06-26,3,False
0151.HK,Unknown,Unknown,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4444,0.4444,0.3602,9,372,0.018,3.39,3.45,3.51,3.36,2026-06-30,3,False
2202.HK,Unknown,Unknown,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4444,0.4444,0.3602,9,372,0.0132,2.2,2.23,2.26,2.18,2026-06-26,3,False
0083.HK,Unknown,Unknown,KDJ,KDJ 金叉,None,0.0,0.5525,0.4286,0.4286,0.2591,7,606,0.0082,10.44,10.53,10.61,10.34,2026-06-29,3,False
1787.HK,Unknown,Unknown,RSI,RSI 維持超賣,None,0.0,0.385,0.4286,0.4286,0.2619,7,504,-0.0048,16.7,16.62,16.54,16.53,2026-06-30,3,False
2269.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4177,0.4177,0.3356,79,3424,0.0001,34.6,34.6,34.61,34.25,2026-06-30,3,False
1088.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持超賣,Bullish Engulfing,0.75,0.885,0.4,,0.4,0,5,0.0246,40.62,41.62,42.62,40.21,2026-06-26,3,False
1024.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4,0.4,0.2736,5,212,-0.0171,40.19,39.5,38.82,39.79,2026-06-26,3,False
2382.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4,0.4,0.2736,10,212,-0.0132,59.4,58.62,57.83,58.81,2026-06-29,3,False
1181.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.386,0.386,0.3017,57,4558,0.0104,0.119,0.12,0.12,0.12,2026-06-30,3,False
0467.HK,Unknown,Unknown,KDJ,KDJ 超賣區金叉,None,0.0,0.5599999999999999,0.375,0.375,0.3027,8,294,0.0064,0.36,0.36,0.36,0.36,2026-06-26,3,False
2096.HK,Unknown,Unknown,KDJ,KDJ 金叉,None,0.0,0.5525,0.375,0.375,0.2591,16,606,-0.0162,9.86,9.7,9.54,9.76,2026-06-29,3,False
0040.HK,Unknown,Unknown,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.375,0.375,0.2643,16,594,0.0099,0.71,0.72,0.72,0.7,2026-06-30,3,False
1398.HK,Finance,Finance,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.375,,0.375,0,32,0.0123,6.43,6.51,6.59,6.37,2026-06-30,3,False
3968.HK,Finance,Finance,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.375,,0.375,0,32,0.0123,43.7667,44.31,44.84,43.33,2026-06-30,3,False
