symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
1109.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.8,0.8,0.7143,5,14,0.0542,33.58,35.4,37.22,33.24,2026-07-28,1,False
2096.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6327,,0.6327,0,49,0.0325,12.81,13.23,13.64,12.68,2026-07-28,1,False
1009.HK,Unknown,Unknown,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.875,0.875,0.3411,8,387,0.1736,1.46,1.71,1.97,1.45,2026-07-28,2,True
1044.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 突破 0 軸,None,0.0,0.595,0.7143,,0.7143,0,14,0.031,24.52,25.28,26.04,24.27,2026-07-28,2,True
1797.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.65,0.65,0.3565,20,446,0.1063,21.3,23.56,25.83,21.09,2026-07-24,2,True
0738.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.6,0.6,0.3565,15,446,0.0163,0.27,0.27,0.28,0.27,2026-07-28,2,True
0939.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.4889,,0.4889,0,45,0.019,8.99,9.16,9.33,8.9,2026-07-27,2,True
1928.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,13.98,14.11,14.24,13.84,2026-07-24,2,True
9961.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,349.2,352.41,355.63,345.71,2026-07-28,2,True
1876.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,Bullish Engulfing,0.75,0.9735000000000001,0.75,,0.75,0,8,0.0373,6.59,6.84,7.08,6.52,2026-07-27,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,49.76,134.87,219.98,49.26,2026-07-28,3,False
1093.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5875,0.5875,0.3356,80,3424,0.0389,8.49,8.82,9.15,8.41,2026-07-28,3,False
1177.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5667,0.5667,0.3474,90,3221,0.032,5.09,5.25,5.42,5.04,2026-07-28,3,False
0467.HK,Unknown,Unknown,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5326,0.5326,0.3017,92,4558,0.0531,0.355,0.37,0.39,0.35,2026-07-28,3,False
0322.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,11.77,12.01,12.24,11.65,2026-07-28,3,False
0857.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.5213,0.5213,0.2979,94,2269,0.0152,10.21,10.37,10.52,10.11,2026-07-24,3,False
2600.HK,Unknown,Unknown,RSI,RSI 加速上升,None,0.0,0.5525,0.5152,0.5152,0.2784,66,3247,0.0202,8.33,8.5,8.67,8.25,2026-07-27,3,False
0902.HK,Unknown,Unknown,RSI,RSI 加速上升,None,0.0,0.5525,0.5079,0.5079,0.2784,63,3247,0.0214,6.02,6.15,6.28,5.96,2026-07-24,3,False
2899.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5038,0.5038,0.3474,131,3221,0.0196,32.44,33.08,33.71,32.12,2026-07-28,3,False
1997.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,Consolidation Breakout,0.72,1.0,0.5,0.5,0.4082,6,49,0.0142,25.76,26.13,26.49,25.5,2026-07-28,3,False
