symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
SLB,Energy,Oil & Gas Equipment & Services,RSI,RSI 維持超賣,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,10,0.0272,46.61,47.88,49.15,46.14,2026-06-24,1,True
APD,Materials,Industrial Gases,BB,價格在 BB 中軌上方,None,0.0,0.425,0.6667,0.6667,0.354,6,274,0.0076,282.45,284.6,286.74,279.63,2026-06-23,2,True
BKR,Energy,Oil & Gas Equipment & Services,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4815,,0.4815,0,81,0.0139,56.38,57.16,57.95,55.82,2026-06-24,2,True
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5968,0.5968,0.3645,124,16764,0.0706,2335.0,2499.85,2664.7,2311.65,2026-06-25,3,False
BSX,Health Care,Health Care Equipment,RSI,RSI 維持超賣,None,0.0,0.385,0.5833,0.5833,0.3138,12,956,0.0185,44.2,45.02,45.84,43.76,2026-06-25,3,False
PCAR,Industrials,Construction Machinery & Heavy Transportation Equipment,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,0.5714,0.5714,0.4725,7,436,0.02,121.68,124.11,126.55,120.46,2026-06-25,3,False
PM,Consumer Staples,Tobacco,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.5714,0.5714,0.4118,7,136,0.0119,178.93,181.06,183.19,177.14,2026-06-25,3,False
MSCI,Financials,Financial Exchanges & Data,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.5714,0.5714,0.3485,7,1277,0.0286,544.56,560.13,575.71,539.11,2026-06-25,3,False
Q,Information Technology,Semiconductor Materials & Equipment,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5667,0.5667,0.3645,90,16764,0.0315,167.49,172.77,178.04,165.82,2026-06-25,3,False
FICO,Information Technology,Application Software,KDJ,KDJ 金叉,None,0.0,0.5525,0.5625,0.5625,0.3918,32,1955,0.0213,1140.34,1164.63,1188.92,1128.94,2026-06-24,3,False
COHR,Information Technology,Electronic Components,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5591,0.5591,0.3645,372,16764,0.0323,407.25,420.4,433.56,403.18,2026-06-25,3,False
SOLV,Health Care,Health Care Technology,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5556,0.5556,0.3144,9,1323,0.0196,77.92,79.45,80.97,77.14,2026-06-25,3,False
CVNA,Consumer Discretionary,Automotive Retail,RSI,RSI 加速上升,None,0.0,0.5525,0.5281,0.5281,0.3117,178,6796,0.0471,66.2,69.32,72.44,65.54,2026-06-25,3,False
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5268,0.5268,0.3645,298,16764,0.0322,675.39,697.14,718.89,668.64,2026-06-25,3,False
TER,Information Technology,Semiconductor Materials & Equipment,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5094,0.5094,0.3645,265,16764,0.0273,471.96,484.84,497.73,467.24,2026-06-25,3,False
IT,Information Technology,IT Consulting & Other Services,KDJ,KDJ 超賣區金叉,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,12,0.027,130.47,133.99,137.52,129.17,2026-06-24,3,False
WDAY,Information Technology,Application Software,KDJ,KDJ 超賣區金叉,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,12,0.027,118.09,121.28,124.47,116.91,2026-06-24,3,False
CIEN,Information Technology,Communications Equipment,RSI,RSI 加速上升,None,0.0,0.5525,0.5,0.5,0.3693,162,10688,0.026,484.69,497.29,509.89,479.84,2026-06-25,3,False
LVS,Consumer Discretionary,Casinos & Gaming,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.5,0.5,0.3448,6,203,0.0097,46.28,46.73,47.18,45.82,2026-06-25,3,False
EMR,Industrials,Electrical Components & Equipment,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.304,18,1816,0.0194,145.34,148.16,150.98,143.89,2026-06-25,3,False
WYNN,Consumer Discretionary,Casinos & Gaming,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.5,0.5,0.2974,14,733,0.0191,99.38,101.28,103.18,98.39,2026-06-25,3,False
FIX,Industrials,Construction & Engineering,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4853,0.4853,0.2986,375,19157,0.0204,2017.5699,2058.73,2099.89,1997.39,2026-06-25,3,False
STX,Information Technology,"Technology Hardware, Storage & Peripherals",RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4831,0.4831,0.3645,296,16764,0.0238,1025.36,1049.76,1074.17,1015.11,2026-06-25,3,False
IFF,Materials,Specialty Chemicals,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.4815,0.4815,0.3294,27,595,0.014,75.83,76.89,77.95,75.07,2026-06-24,3,False
AMD,Information Technology,Semiconductors,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4798,0.4798,0.3645,198,16764,0.0209,532.57,543.7,554.83,527.24,2026-06-25,3,False
DELL,Information Technology,"Technology Hardware, Storage & Peripherals",RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4775,0.4775,0.3645,333,16764,0.0252,409.45,419.77,430.09,405.36,2026-06-25,3,False
UPS,Industrials,Air Freight & Logistics,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,0.4725,,0.4725,0,436,0.0182,109.31,111.3,113.29,108.22,2026-06-25,3,False
DPZ,Consumer Discretionary,Restaurants,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4667,0.4667,0.2974,15,733,0.0025,287.62,288.34,289.06,284.74,2026-06-24,3,False
RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4618,0.4618,0.2995,262,10441,0.0148,322.65,327.43,332.2,319.42,2026-06-25,3,False
UNH,Health Care,Managed Health Care,RSI,RSI 維持強勢 (50-70),Consolidation Breakout,0.75,1.0,0.4615,0.4615,0.2427,13,791,0.0124,415.53,420.68,425.84,411.37,2026-06-25,3,False
ICE,Financials,Financial Exchanges & Data,RSI,RSI 維持超賣,None,0.0,0.385,0.4615,0.4615,0.4547,13,508,0.0143,124.49,126.27,128.05,123.25,2026-06-25,3,False
CRWD,Information Technology,Systems Software,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4578,0.4578,0.3645,249,16764,0.0167,678.65,689.98,701.32,671.86,2026-06-25,3,False
CBOE,Financials,Financial Exchanges & Data,RSI,RSI 維持超賣,None,0.0,0.385,0.4547,,0.4547,0,508,0.0093,244.98,247.26,249.54,242.53,2026-06-25,3,False
