symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
1288.HK,Unknown,Unknown,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.8889,0.8889,0.3411,9,387,0.0482,6.31,6.61,6.92,6.25,2026-07-31,2,True
0868.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.8333,0.8333,0.4454,6,238,0.06,9.475,10.04,10.61,9.38,2026-08-03,2,True
0762.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 突破 0 軸,None,0.0,0.595,0.7143,,0.7143,0,14,0.031,6.72,6.93,7.14,6.65,2026-07-31,2,True
2038.HK,Unknown,Unknown,BB,BB 跌破下軌 (超賣),Support,0.7,0.99,0.7,,0.7,0,10,0.0777,16.44,17.72,18.99,16.28,2026-07-30,2,False
0941.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.6667,0.6667,0.4504,6,282,0.0109,84.8,85.72,86.65,83.95,2026-07-30,2,True
0288.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5,0.5,0.4605,6,215,0.0211,8.45,8.63,8.81,8.37,2026-07-31,2,True
1044.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.4636,,0.4636,0,110,0.0155,25.88,26.28,26.68,25.62,2026-07-30,2,True
9988.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.4636,,0.4636,0,110,0.0155,125.2,127.14,129.08,123.95,2026-08-03,2,True
1398.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.0,0.0,0.4889,5,45,-0.0095,7.64,7.57,7.49,7.56,2026-07-30,2,True
1876.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.0,0.0,0.4605,5,215,-0.0386,7.05,6.78,6.51,6.98,2026-07-30,2,True
2899.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.7143,0.7143,0.3295,14,437,0.048,33.24,34.84,36.43,32.91,2026-07-31,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,50.9,137.96,225.02,50.39,2026-08-03,3,False
0669.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6,0.6,0.3295,10,437,0.0349,132.0,136.61,141.21,130.68,2026-07-31,3,False
1024.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6,0.6,0.3295,10,437,0.026,43.7,44.84,45.97,43.26,2026-07-31,3,False
1093.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5875,0.5875,0.3356,80,3424,0.0389,8.465,8.79,9.12,8.38,2026-08-03,3,False
1177.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5667,0.5667,0.3474,90,3221,0.032,4.945,5.1,5.26,4.9,2026-08-03,3,False
