symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
ACGL,Financials,Property & Casualty Insurance,RSI,RSI 維持超賣,Support,0.9,0.93,0.9375,,0.9375,0,16,0.0602,87.89,93.18,98.47,87.01,2026-06-03,1,False
MA,Financials,Transaction & Payment Processing Services,BB,BB 跌破下軌 (超賣),Support,0.9,1.0,0.9167,,0.9167,0,12,0.0685,471.55,503.85,536.15,466.83,2026-06-03,1,False
GOOG,Communication Services,Interactive Media & Services,BB,BB 跌破下軌 (超賣),Bullish Engulfing,0.75,1.0,0.6875,,0.6875,0,16,0.0549,355.68,375.21,394.73,352.12,2026-06-03,1,True
GOOGL,Communication Services,Interactive Media & Services,BB,BB 跌破下軌 (超賣),Bullish Engulfing,0.75,1.0,0.6875,,0.6875,0,16,0.0549,358.99,378.7,398.41,355.4,2026-06-03,1,True
BSX,Health Care,Health Care Equipment,RSI,RSI 維持超賣,Morning Star,0.8,0.9,0.5532,,0.5532,0,94,0.0212,47.69,48.7,49.71,47.21,2026-06-03,1,False
APO,Financials,Asset Management & Custody Banks,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4615,0.4615,0.3456,13,732,0.0388,124.35,129.17,134.0,123.11,2026-06-03,2,True
TSCO,Consumer Discretionary,Other Specialty Retail,BB,BB 跌破下軌 (超賣),Support,0.8,1.0,1.0,,1.0,0,5,0.0773,29.14,31.39,33.65,28.85,2026-06-03,3,False
NVDA,Information Technology,Semiconductors,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.8,0.8,0.3493,15,1480,0.0413,205.1,213.57,222.04,203.05,2026-06-05,3,False
META,Communication Services,Interactive Media & Services,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.6364,0.6364,0.3473,11,334,0.0239,622.98,637.87,652.76,616.75,2026-06-03,3,False
ICE,Financials,Financial Exchanges & Data,RSI,RSI 維持超賣,None,0.0,0.385,0.5455,0.5455,0.4332,11,681,0.0162,138.45,140.69,142.94,137.07,2026-06-03,3,False
TFC,Financials,Diversified Banks,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.5294,0.5294,0.3062,17,1153,0.0185,49.18,50.09,51.0,48.69,2026-06-04,3,False
NOC,Industrials,Aerospace & Defense,RSI,RSI 超賣區域 (30),Support,0.9,1.0,0.5,,,0,0,0.02,526.06,536.58,547.1,520.8,2026-06-03,3,False
AEP,Utilities,Electric Utilities,MACD,MACD 金叉 (空頭區),Morning Star,0.8,0.96,0.5,,0.5,0,8,0.015,129.14,131.08,133.01,127.85,2026-06-05,3,False
CNP,Utilities,Multi-Utilities,MACD,MACD 金叉 (空頭區),Morning Star,0.8,0.96,0.5,,0.5,0,8,0.015,42.69,43.33,43.97,42.26,2026-06-05,3,False
DTE,Utilities,Multi-Utilities,MACD,MACD 金叉 (空頭區),Morning Star,0.8,0.96,0.5,,0.5,0,8,0.015,142.73,144.87,147.01,141.3,2026-06-04,3,False
CMCSA,Communication Services,Cable & Satellite,RSI,RSI 維持超賣,None,0.0,0.385,0.5,0.5,0.3145,10,318,0.024,23.33,23.89,24.45,23.1,2026-06-04,3,False
FDX,Industrials,Air Freight & Logistics,BB,BB 跌破下軌 (超賣),Morning Star,0.8,1.0,0.4946,,0.4946,0,93,0.0219,324.46,331.57,338.67,321.22,2026-06-03,3,False
AIG,Financials,Multi-line Insurance,BB,BB 跌破下軌 (超賣),Morning Star,0.8,1.0,0.4875,,0.4875,0,80,0.0139,72.55,73.56,74.57,71.82,2026-06-03,3,False
NEM,Materials,Gold,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4762,0.4762,0.2411,21,734,0.0049,99.71,100.2,100.69,98.71,2026-06-05,3,False
WBD,Communication Services,Broadcasting,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4706,0.4706,0.338,34,568,0.0231,26.24,26.85,27.45,25.98,2026-06-05,3,False
WAB,Industrials,Construction Machinery & Heavy Transportation Equipment,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4667,0.4667,0.3168,15,1212,0.0082,262.52,264.67,266.83,259.89,2026-06-04,3,False
AON,Financials,Insurance Brokers,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.45,0.45,0.3062,20,1153,0.0115,322.24,325.95,329.65,319.02,2026-06-04,3,False
UHS,Health Care,Health Care Facilities,RSI,RSI 維持超賣,None,0.0,0.385,0.4483,0.4483,0.3045,29,1271,0.0113,145.17,146.81,148.45,143.72,2026-06-05,3,False
CME,Financials,Financial Exchanges & Data,RSI,RSI 維持超賣,None,0.0,0.385,0.4332,,0.4332,0,681,0.0077,256.06,258.03,260.0,253.5,2026-06-04,3,False
COP,Energy,Oil & Gas Exploration & Production,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4286,0.4286,0.3743,21,374,0.0129,119.23,120.77,122.31,118.04,2026-06-04,3,False
MCHP,Information Technology,Semiconductors,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4242,0.4242,0.3493,33,1480,0.0064,88.34,88.91,89.47,87.46,2026-06-05,3,False
KHC,Consumer Staples,Packaged Foods & Meats,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4194,0.4194,0.2441,31,1057,0.0066,22.47,22.62,22.77,22.25,2026-06-04,3,False
VTR,Real Estate,Health Care REITs,KDJ,KDJ 超賣區金叉,Bullish Engulfing,0.75,1.0,0.4167,,0.4167,0,24,0.0065,82.02,82.55,83.09,81.2,2026-06-05,3,False
JCI,Industrials,Building Products,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4167,0.4167,0.3168,12,1212,0.01,146.96,148.43,149.9,145.49,2026-06-03,3,False
SYK,Health Care,Health Care Equipment,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4118,0.4118,0.2758,17,921,0.0012,305.66,306.03,306.39,302.6,2026-06-05,3,False
CMS,Utilities,Multi-Utilities,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4069,,0.4069,0,204,0.0099,70.22,70.92,71.61,69.52,2026-06-03,3,True
V,Financials,Transaction & Payment Processing Services,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4062,0.4062,0.3101,32,1925,0.0148,312.4,317.02,321.65,309.28,2026-06-03,3,False
TSLA,Consumer Discretionary,Automobile Manufacturers,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.4,0.4,0.2865,35,1225,0.0152,391.0,396.94,402.89,387.09,2026-06-05,3,False
L,Financials,Multi-line Insurance,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4,0.4,0.3062,10,1153,0.0116,107.57,108.82,110.07,106.49,2026-06-05,3,False
PH,Industrials,Industrial Machinery & Supplies & Components,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4,0.4,0.3168,10,1212,0.0095,872.23,880.52,888.8,863.51,2026-06-04,3,False
CMG,Consumer Discretionary,Restaurants,RSI,RSI 維持超賣,None,0.0,0.385,0.3858,,0.3858,0,127,0.0082,28.18,28.41,28.64,27.9,2026-06-04,3,True
EG,Financials,Reinsurance,KDJ,KDJ 超賣區金叉,None,0.0,0.5599999999999999,0.3846,0.3846,0.2959,13,845,0.0113,334.41,338.19,341.97,331.07,2026-06-05,3,False
ROL,Industrials,Environmental & Facilities Services,KDJ,KDJ 超賣區金叉,None,0.0,0.5599999999999999,0.3846,0.3846,0.2412,13,742,0.0132,47.1,47.72,48.34,46.63,2026-06-05,3,False
