market,indicator,signal,direction,pattern_name,count,win_rate,avg_return
S&P 500,MACD,MACD 死叉 (多頭區),bearish,Head & Shoulders,672,0.23809523809523808,-0.0019807888654415212
S&P 500,MACD,MACD 跌破 0 軸,bearish,Head & Shoulders,469,0.2260127931769723,-0.0017122955663461032
S&P 500,MACD,MACD 跌破 0 軸,bearish,Resistance,25,0.2,-0.002994142993610778
S&P 500,MACD,MACD 死叉 (多頭區),bearish,Resistance,150,0.2,-0.011153279294778112
S&P 500,MACD,MACD 跌破 0 軸,bearish,Double Top,283,0.19434628975265017,-0.012106924228815543
S&P 500,MACD,MACD 死叉 (空頭區),bearish,Bear Flag,19,0.15789473684210525,-0.02617364660890403
S&P 500,MACD,MACD 死叉 (空頭區),bearish,MA Bearish Alignment,12,0.08333333333333333,-0.004883604701845475
S&P 500,MACD,MACD 突破 0 軸,bullish,Bull Flag,15,0.8,0.04795512832527075
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Double Bottom,549,0.46994535519125685,0.018005305453664706
S&P 500,MACD,MACD 突破 0 軸,bullish,Double Bottom,466,0.43991416309012876,0.018685102823267772
S&P 500,MACD,MACD 金叉 (多頭區),bullish,MA Bullish Alignment,12,0.4166666666666667,0.018261939306430625
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Double Bottom,479,0.4154488517745303,0.01815828054902258
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Support,94,0.4148936170212766,0.011802914773507006
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Hammer,125,0.376,0.013880405344031909
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Bullish Harami,187,0.37433155080213903,0.006699877907006276
S&P 500,MACD,MACD 突破 0 軸,bullish,Hammer,27,0.37037037037037035,0.0039191991370899106
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Morning Star,171,0.3684210526315789,0.004205354443859984
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Hammer,41,0.36585365853658536,0.004705125511151832
S&P 500,MACD,MACD 突破 0 軸,bullish,Support,13,0.3076923076923077,-0.011486485195081527
S&P 500,MACD,MACD 突破 0 軸,bullish,Inverse H&S,515,0.29514563106796116,0.005950588254908989
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Inverse H&S,789,0.29404309252217997,0.005138683514171678
S&P 500,MACD,MACD 金叉 (多頭區),bullish,無形態,1334,0.2848575712143928,-0.002810249018900113
S&P 500,MACD,MACD 突破 0 軸,bullish,無形態,1688,0.2837677725118483,-0.0009245297921036867
S&P 500,MACD,MACD 金叉 (空頭區),bullish,無形態,1673,0.2803347280334728,0.000523907105229504
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Inverse H&S,590,0.2677966101694915,0.002147790654323866
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Morning Star,195,0.26153846153846155,0.004551727226053184
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Bullish Engulfing,94,0.2553191489361702,-0.0033037729333744255
S&P 500,MACD,MACD 突破 0 軸,bullish,Morning Star,95,0.22105263157894736,0.002728746234836971
S&P 500,MACD,MACD 突破 0 軸,bullish,Bullish Engulfing,69,0.21739130434782608,-0.01109062656093278
S&P 500,MACD,MACD 金叉 (空頭區),bullish,Bullish Engulfing,162,0.21604938271604937,-0.006528354468547115
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Bullish Harami,90,0.2111111111111111,-0.0052965660593817885
S&P 500,MACD,MACD 突破 0 軸,bullish,Bullish Harami,117,0.18803418803418803,-0.018381685000359072
S&P 500,MACD,MACD 金叉 (多頭區),bullish,Support,87,0.09195402298850575,-0.018441485907132158
S&P 500,RSI,RSI 超買區域 (70),bearish,無形態,699,0.4291845493562232,0.015528516186266375
S&P 500,RSI,RSI 超買區域 (70),bearish,Bearish Harami,268,0.30597014925373134,0.0048932663480664345
S&P 500,RSI,RSI 超買區域 (70),bearish,Shooting Star,1129,0.30115146147032773,0.003095258048204388
S&P 500,RSI,RSI 超買區域 (70),bearish,Bearish Engulfing,445,0.28314606741573034,0.0019132088649503982
S&P 500,RSI,RSI 超買區域 (70),bearish,Evening Star,156,0.2564102564102564,-0.0027882073428883844
S&P 500,RSI,RSI 超買區域 (70),bearish,Double Top,146,0.1780821917808219,-0.008097346904781512
S&P 500,RSI,RSI 超買區域 (70),bearish,Head & Shoulders,187,0.1497326203208556,-0.015232220721581981
S&P 500,RSI,RSI 超買區域 (70),bearish,Resistance,152,0.09868421052631579,-0.03038113377372894
S&P 500,RSI,RSI 超賣區域 (30),bullish,Support,266,0.6203007518796992,0.03466023276029123
S&P 500,RSI,RSI 超賣區域 (30),bullish,Morning Star,137,0.5182481751824818,0.019194077952027072
S&P 500,RSI,RSI 超賣區域 (30),bullish,Inverse H&S,290,0.4724137931034483,0.017402886065090974
S&P 500,RSI,RSI 超賣區域 (30),bullish,Bullish Engulfing,142,0.4084507042253521,0.001418728992657782
S&P 500,RSI,RSI 超賣區域 (30),bullish,Double Bottom,311,0.40836012861736337,0.0140515463851988
S&P 500,RSI,RSI 超賣區域 (30),bullish,Hammer,91,0.4065934065934066,0.01682513193812692
S&P 500,RSI,RSI 超賣區域 (30),bullish,Bullish Harami,273,0.304029304029304,-0.009492865690071992
S&P 500,RSI,RSI 超賣區域 (30),bullish,無形態,769,0.2925877763328999,-0.0052784822556173555
