sector,signal,matched_pattern,has_pattern,volume_confirmed,count,win_rate,avg_return,improvement
Energy,RSI 維持超買,Evening Star,True,False,40,0.3,0.004930179555728751,0.07363515312916111
Energy,BB 突破上軌 (超買),Evening Star,True,False,32,0.46875,0.02060351694650917,0.24748563218390804
Energy,MACD 金叉 (空頭區),Morning Star,True,False,10,0.2,-0.0031521689930444283,-0.17433155080213902
Energy,BB 跌破下軌 (超賣),Bullish Harami,True,True,14,0.7142857142857143,0.03884649986864431,0.38489715412792336
Energy,KDJ 超買區死叉,Bearish Harami,True,False,13,0.15384615384615385,-0.012192809680399616,-0.09902740937223697
Energy,RSI 維持超賣,Bullish Harami,True,True,5,0.6,0.04193673543166378,0.1121951219512195
Energy,MACD 金叉 (空頭區),Bullish Harami,True,False,6,0.16666666666666666,-0.010061745387971647,-0.20766488413547238
Financials,BB 突破上軌 (超買),Resistance,True,True,6,1.0,0.06384732764767014,0.8100961538461539
Health Care,MACD 死叉 (空頭區),Shooting Star,True,False,7,0.2857142857142857,0.013177840937783658,0.019780219780219765
Health Care,MACD 跌破 0 軸,Shooting Star,True,False,5,0.4,0.012000715784624853,0.12376543209876545
Industrials,RSI 維持超買,Bearish Engulfing,True,True,17,0.47058823529411764,0.03048767970582574,0.2738402678144428
Industrials,價格突破 EMA20,Bullish Engulfing,True,True,8,0.375,-9.672106845248427e-05,0.0869935820296831
Industrials,BB 突破上軌 (超買),Shooting Star,True,True,29,0.2413793103448276,0.006712971829607027,0.04101233786776337
Financials,RSI 維持超買,Evening Star,True,True,8,0.625,0.01781267177132126,0.4417137666532095
Financials,RSI 維持超買,Bearish Engulfing,True,True,12,0.4166666666666667,0.008907420926558211,0.2333804333198762
Health Care,價格跌破 EMA20,Bearish Engulfing,True,True,13,0.3076923076923077,-0.018833424799049876,0.05684866314787579
Real Estate,RSI 維持超賣,Support,True,False,8,1.0,0.06357060553241667,0.6986607142857143
Real Estate,MACD 金叉 (空頭區),Morning Star,True,False,9,0.5555555555555556,0.012055250431936079,0.3126984126984127
Real Estate,MACD 金叉 (空頭區),None,False,True,22,0.36363636363636365,0.007980184728265987,0.12077922077922079
Real Estate,價格跌破 EMA20,Shooting Star,True,False,15,0.13333333333333333,-0.0045392798351913234,-0.0922709638913757
Real Estate,MACD 跌破 0 軸,Bearish Harami,True,False,17,0.17647058823529413,-0.0010131043592479436,-0.048397136632430726
Real Estate,RSI 超買區域 (70),Shooting Star,True,False,14,0.35714285714285715,0.00730272367271978,0.17953667953667954
Real Estate,RSI 超賣區域 (30),Bullish Harami,True,False,16,0.4375,0.017549438724387616,0.1226063829787234
Financials,RSI 維持超買,Shooting Star,True,True,6,0.0,-0.026618303862890987,-0.18328623334679048
Financials,RSI 維持超買,Resistance,True,False,13,0.7692307692307693,0.03671110223891117,0.5859445358839788
Consumer Staples,RSI 維持超賣,Bullish Engulfing,True,False,32,0.375,0.0022051023373671455,0.15770042194092826
Consumer Staples,KDJ 超賣區金叉,Bullish Engulfing,True,False,19,0.15789473684210525,0.0004965953928982138,-0.05192669172932332
Consumer Staples,MACD 金叉 (空頭區),Morning Star,True,False,16,0.125,-0.008515535941451368,-0.10117124394184168
Consumer Staples,KDJ 超買區死叉,None,False,True,6,0.3333333333333333,0.0013818805933381098,0.2035623409669211
Consumer Staples,MACD 金叉 (空頭區),Bullish Engulfing,True,False,11,0.36363636363636365,0.0032144681420423417,0.13746511969452196
Health Care,BB 跌破下軌 (超賣),Morning Star,True,True,18,0.8333333333333334,0.043201023260852914,0.5671038251366121
Industrials,RSI 超買區域 (70),Bearish Engulfing,True,True,5,0.6,0.026136438125108498,0.4341810783316378
Industrials,MACD 跌破 0 軸,Bearish Harami,True,True,6,0.3333333333333333,0.017838538432804096,0.05106554081222353
Industrials,MACD 死叉 (空頭區),Bearish Harami,True,True,6,0.3333333333333333,0.003891248485001887,0.07336799537839395
Consumer Staples,KDJ 超買區死叉,Shooting Star,True,False,14,0.14285714285714285,-0.0017580383425371843,0.013086150490730641
Consumer Staples,EMA 死亡交叉 (20 下穿 50),Bearish Harami,True,False,6,0.3333333333333333,0.005692023593882122,0.06321839080459768
Consumer Staples,BB 跌破下軌 (超賣),Morning Star,True,True,9,0.6666666666666666,0.029756141822644973,0.4225796278776411
Consumer Staples,RSI 維持超買,Resistance,True,False,9,0.6666666666666666,0.03610271999025556,0.4754224270353302
Industrials,RSI 維持超買,Shooting Star,True,True,9,0.2222222222222222,-0.007351872571613645,0.025474254742547414
Financials,價格突破 EMA20,Morning Star,True,True,10,0.2,0.010007630032982863,-0.09840900271633679
Financials,EMA 死亡交叉 (20 下穿 50),Bearish Engulfing,True,False,5,0.4,0.006133496878779678,0.18632478632478636
Real Estate,KDJ 超買區死叉,Bearish Harami,True,False,16,0.0625,-0.0010449726086260286,-0.14384920634920634
Real Estate,KDJ 超買區死叉,Shooting Star,True,False,14,0.07142857142857142,-0.011181066138166787,-0.1349206349206349
Real Estate,BB 突破上軌 (超買),Bearish Harami,True,True,13,0.23076923076923078,-0.0022481802391457273,0.002852109722338736
Real Estate,MACD 金叉 (空頭區),Bullish Engulfing,True,False,8,0.375,0.009568608436030818,0.13214285714285715
Real Estate,MACD 死叉 (空頭區),Bearish Engulfing,True,False,6,0.16666666666666666,0.002424622061059945,-0.058685446009389686
Real Estate,RSI 超賣區域 (30),Morning Star,True,False,13,0.6153846153846154,0.02587196990986438,0.3004909983633388
Real Estate,BB 跌破下軌 (超賣),Support,True,False,6,0.8333333333333334,0.07015032147499088,0.5777895107356565
Consumer Discretionary,BB 跌破下軌 (超賣),Support,True,True,6,1.0,0.06682401813196849,0.713469387755102
Consumer Discretionary,價格突破 EMA20,Morning Star,True,True,10,0.2,-0.021404375124839167,-0.10987734021949641
Consumer Discretionary,BB 跌破下軌 (超賣),Bullish Engulfing,True,True,6,0.16666666666666666,-0.01608170688032815,-0.1198639455782313
Information Technology,MACD 死叉 (空頭區),Evening Star,True,True,6,0.5,0.050275252382243785,0.22175732217573224
Utilities,KDJ 超買區死叉,Shooting Star,True,False,8,0.25,0.007764591495525948,0.0069444444444444475
Utilities,價格跌破 EMA20,Bearish Harami,True,True,9,0.1111111111111111,-0.021474233718493344,-0.07577994291900403
Utilities,價格跌破 EMA20,Shooting Star,True,False,9,0.2222222222222222,-0.010198675194108222,0.035331168192107076
Materials,BB 跌破下軌 (超賣),Support,True,False,8,0.625,0.04935804975811173,0.38385558583106266
Materials,RSI 超買區域 (70),Bearish Harami,True,False,13,0.38461538461538464,0.00736409732793709,0.1235712079085573
Materials,RSI 維持超買,Bearish Harami,True,True,7,0.14285714285714285,-0.0046638818568003415,-0.09584342211460856
Materials,BB 突破上軌 (超買),Bearish Engulfing,True,True,6,0.5,-0.005700314986175271,0.26241610738255033
Financials,價格跌破 EMA20,Shooting Star,True,True,5,0.6,0.02905711845174781,0.368019884009942
Industrials,RSI 超買區域 (70),Shooting Star,True,True,7,0.2857142857142857,0.02690227088281704,0.11989536404592355
Industrials,價格跌破 EMA20,Evening Star,True,True,12,0.3333333333333333,-0.0021825650630680725,0.10183996576807872
Industrials,MACD 跌破 0 軸,Evening Star,True,False,5,0.2,-0.0032320680738530385,-0.08226779252110977
Communication Services,BB 跌破下軌 (超賣),None,False,False,568,0.3380281690140845,0.005511181366221438,0.0
Communication Services,MACD 跌破 0 軸,None,False,False,256,0.25390625,-0.0050714486209699275,0.0
Communication Services,KDJ 超賣區金叉,None,False,False,236,0.2669491525423729,-0.0009194929306754072,0.0
Communication Services,RSI 超賣區域 (30),None,False,False,130,0.3153846153846154,0.005172531823993116,0.0
Communication Services,RSI 維持超賣,None,False,False,318,0.31446540880503143,0.000933544075652375,0.0
Communication Services,RSI 維持超賣,Bullish Engulfing,True,False,26,0.4230769230769231,0.015124681993078854,0.10861151427189164
Communication Services,MACD 金叉 (空頭區),None,False,False,334,0.3473053892215569,0.008850102123898465,0.0
Communication Services,MACD 死叉 (空頭區),None,False,False,155,0.34838709677419355,0.0005014344748775366,0.0
Communication Services,BB 跌破下軌 (超賣),Morning Star,True,False,28,0.6785714285714286,0.041165955295676966,0.3405432595573441
Communication Services,MACD 突破 0 軸,None,False,False,266,0.3308270676691729,0.011158264577704441,0.0
Communication Services,MACD 突破 0 軸,None,False,True,33,0.5151515151515151,0.009491098665818386,0.18432444748234222
Communication Services,BB 突破上軌 (超買),None,False,True,217,0.29493087557603687,-0.005178032077788583,0.08200311892204448
Communication Services,BB 突破上軌 (超買),None,False,False,789,0.21292775665399238,-0.0050893384416805364,0.0
Communication Services,RSI 超買區域 (70),None,False,False,278,0.23741007194244604,-0.003925743589566138,0.0
Communication Services,RSI 維持超買,None,False,False,940,0.22446808510638297,-0.0034368868841607673,0.0
Communication Services,RSI 維持超買,Shooting Star,True,False,43,0.11627906976744186,-0.005412744977043673,-0.10818901533894111
Communication Services,KDJ 超買區死叉,None,False,False,146,0.2808219178082192,0.0018894202075053418,0.0
Communication Services,RSI 維持超買,None,False,True,69,0.30434782608695654,-0.004280387221708695,0.07987974098057357
Communication Services,RSI 維持超買,Evening Star,True,False,50,0.34,0.012413034473621874,0.11553191489361705
Communication Services,RSI 超買區域 (70),None,False,True,78,0.358974358974359,-0.004482484638118278,0.12156428703191294
Communication Services,RSI 維持超買,Bearish Engulfing,True,False,67,0.3880597014925373,0.0076516294422959204,0.16359161638615435
Communication Services,BB 突破上軌 (超買),Bearish Engulfing,True,False,47,0.2765957446808511,0.007139415545828727,0.06366798802685869
Communication Services,RSI 維持超買,Bearish Harami,True,False,75,0.24,-0.005382512460732325,0.015531914893617021
Communication Services,價格跌破 EMA20,None,False,False,701,0.2653352353780314,-0.002375511509495348,0.0
Communication Services,BB 跌破下軌 (超賣),None,False,True,199,0.36180904522613067,0.006130157938647372,0.023780876212046165
Communication Services,BB 跌破下軌 (超賣),Bullish Engulfing,True,True,16,0.6875,0.05490304675780238,0.3494718309859155
Communication Services,EMA 死亡交叉 (20 下穿 50),None,False,True,16,0.1875,-0.035587786223062155,-0.03858695652173913
Communication Services,MACD 死叉 (空頭區),Bearish Engulfing,True,False,5,0.4,0.0017324688233431695,0.05161290322580647
Communication Services,MACD 金叉 (空頭區),Bullish Harami,True,False,8,0.0,-0.00027031071770906,-0.3473053892215569
Communication Services,價格突破 EMA20,Bullish Engulfing,True,False,26,0.23076923076923078,-0.0006197474256596391,-0.11201079622132254
Communication Services,價格跌破 EMA20,Bearish Engulfing,True,False,55,0.16363636363636364,-0.009525614096121375,-0.10169887174166775
Communication Services,RSI 超賣區域 (30),None,False,True,52,0.34615384615384615,0.0090210377837747,0.03076923076923077
Communication Services,BB 跌破下軌 (超賣),Bullish Engulfing,True,False,25,0.56,0.03401361340027876,0.22197183098591555
Communication Services,價格突破 EMA20,None,False,False,741,0.3427800269905533,0.006606116306819614,0.0
Communication Services,價格跌破 EMA20,Bearish Engulfing,True,True,7,0.14285714285714285,-0.04412639623695981,-0.12247809252088854
Communication Services,價格突破 EMA20,None,False,True,77,0.38961038961038963,-0.0020189584312902166,0.04683036261983631
Communication Services,MACD 死叉 (空頭區),None,False,True,30,0.26666666666666666,-0.002701594142057549,-0.08172043010752689
Communication Services,價格跌破 EMA20,None,False,True,86,0.20930232558139536,-0.006315429625573706,-0.05603290979663603
Communication Services,RSI 維持超賣,None,False,True,52,0.3269230769230769,0.0032837441278596195,0.012457668118045495
Communication Services,價格跌破 EMA20,Evening Star,True,False,26,0.11538461538461539,-0.024156669689903463,-0.149950619993416
Communication Services,價格突破 EMA20,Bullish Harami,True,False,43,0.27906976744186046,-0.0006124835380985135,-0.06371025954869286
Communication Services,KDJ 超賣區金叉,Bullish Harami,True,False,24,0.3333333333333333,0.0021290677891405477,0.06638418079096042
Communication Services,BB 突破上軌 (超買),Bearish Engulfing,True,True,7,0.2857142857142857,-0.0008641901770117503,0.07278652906029331
Communication Services,EMA 黃金交叉 (20 上穿 50),None,False,True,15,0.4,-0.015042760728304589,0.07500000000000001
Communication Services,BB 突破上軌 (超買),Bearish Harami,True,False,70,0.38571428571428573,0.009308902441289537,0.17278652906029335
Communication Services,MACD 跌破 0 軸,None,False,True,42,0.30952380952380953,0.0023058231366721456,0.055617559523809534
Communication Services,EMA 死亡交叉 (20 下穿 50),None,False,False,115,0.22608695652173913,-0.00331738090193901,0.0
Communication Services,BB 突破上軌 (超買),Evening Star,True,False,41,0.5365853658536586,0.0389797999265329,0.3236576091996662
Communication Services,EMA 黃金交叉 (20 上穿 50),None,False,False,120,0.325,0.007689284604999269,0.0
Communication Services,KDJ 超買區死叉,Evening Star,True,False,15,0.3333333333333333,0.002317218737549404,0.052511415525114125
Communication Services,價格跌破 EMA20,Bearish Harami,True,False,54,0.14814814814814814,-0.014815396153358472,-0.11718708722988325
Communication Services,KDJ 超賣區金叉,Morning Star,True,False,15,0.3333333333333333,-0.005514642179574503,0.06638418079096042
Communication Services,RSI 維持超賣,Morning Star,True,False,20,0.4,0.012054555937267593,0.08553459119496859
Communication Services,MACD 金叉 (空頭區),None,False,True,19,0.3157894736842105,-0.010421659539691831,-0.031515915537346395
Communication Services,BB 跌破下軌 (超賣),Bullish Harami,True,False,47,0.3404255319148936,0.006678580109227991,0.002397362900809108
Communication Services,RSI 維持超賣,Bullish Harami,True,True,9,0.3333333333333333,-0.0014581494766956417,0.018867924528301883
Communication Services,BB 跌破下軌 (超賣),Bullish Harami,True,True,15,0.4,0.036569304289665726,0.06197183098591552
Communication Services,RSI 維持超賣,Support,True,False,5,1.0,0.045484850194216664,0.6855345911949686
Health Care,MACD 突破 0 軸,Bullish Engulfing,True,False,5,0.0,-0.027695137683813008,-0.2957540263543192
Information Technology,RSI 超買區域 (70),Bearish Engulfing,True,True,7,0.5714285714285714,0.025072270196962235,0.2997013987112997
Financials,BB 突破上軌 (超買),Resistance,True,False,7,0.7142857142857143,0.05060939075481984,0.5243818681318682
Consumer Staples,價格跌破 EMA20,Bearish Harami,True,True,8,0.125,-0.013809419113322398,-0.12457555178268251
Communication Services,BB 突破上軌 (超買),Shooting Star,True,False,22,0.18181818181818182,-0.005494043281104008,-0.03110957483581056
Communication Services,BB 突破上軌 (超買),Bearish Harami,True,True,19,0.3157894736842105,0.015393828162418507,0.10286171703021812
Communication Services,RSI 超買區域 (70),Bearish Harami,True,False,13,0.46153846153846156,0.015212214577514661,0.22412838959601553
Communication Services,RSI 維持超賣,Bullish Harami,True,False,28,0.39285714285714285,0.01559137604724035,0.07839173405211142
Communication Services,MACD 金叉 (空頭區),Hammer,True,False,8,0.375,-0.0028047125075506777,0.027694610778443096
Communication Services,價格突破 EMA20,Hammer,True,False,13,0.46153846153846156,0.016455417542319547,0.11875843454790824
Communication Services,KDJ 超賣區金叉,None,False,True,12,0.25,-0.011449683173489301,-0.01694915254237289
Communication Services,BB 突破上軌 (超買),Shooting Star,True,True,6,0.5,0.012244587034402827,0.2870722433460076
Communication Services,價格突破 EMA20,Morning Star,True,False,29,0.27586206896551724,0.0025581070315062976,-0.06691795802503608
Financials,MACD 突破 0 軸,Bullish Engulfing,True,False,5,0.4,-0.001555261019136714,0.09323144104803494
Utilities,BB 跌破下軌 (超賣),Morning Star,True,True,5,0.6,0.013368666534091725,0.223574144486692
Health Care,MACD 死叉 (空頭區),Evening Star,True,False,7,0.42857142857142855,0.024378049712968104,0.16263736263736261
Health Care,MACD 跌破 0 軸,Evening Star,True,False,5,0.4,0.010950749370439248,0.12376543209876545
Health Care,價格突破 EMA20,Bullish Harami,True,True,7,0.2857142857142857,0.03205853241372835,0.005142554639643027
Health Care,RSI 維持超買,Resistance,True,False,14,0.7857142857142857,0.043240545712951016,0.5661375661375662
Energy,KDJ 超賣區金叉,Bullish Engulfing,True,False,8,0.25,-0.006938368998241559,-0.08435582822085891
Energy,RSI 維持超買,Resistance,True,False,6,0.8333333333333334,0.038768139881396095,0.6069684864624945
Industrials,MACD 死叉 (空頭區),Bearish Engulfing,True,False,6,0.3333333333333333,0.013635016964510424,0.07336799537839395
Industrials,MACD 死叉 (空頭區),Evening Star,True,False,7,0.14285714285714285,-0.014134166686015592,-0.11710819509779652
Materials,KDJ 超買區死叉,None,False,True,5,0.2,0.005406142510901068,0.042975206611570255
Materials,RSI 超買區域 (70),Evening Star,True,False,9,0.3333333333333333,0.0162934828304144,0.07228915662650598
Materials,BB 突破上軌 (超買),Shooting Star,True,True,5,0.0,-0.02311815734165147,-0.23758389261744967
Information Technology,RSI 維持超賣,Morning Star,True,True,10,0.8,0.045180286452838475,0.44608599779492836
Information Technology,MACD 死叉 (空頭區),Bearish Engulfing,True,False,11,0.2727272727272727,-0.017879104638814605,-0.005515405096995052
Information Technology,RSI 超買區域 (70),Shooting Star,True,True,10,0.1,0.00023544192178615256,-0.1717271727172717
Industrials,價格突破 EMA20,Bullish Harami,True,True,11,0.2727272727272727,0.0025166675827462837,-0.01527914524304419
Materials,MACD 金叉 (空頭區),Bullish Engulfing,True,False,7,0.42857142857142855,0.012466163694915608,0.06288294098677844
Materials,MACD 金叉 (空頭區),Bullish Harami,True,False,10,0.4,0.003265798602074224,0.03431151241534991
Consumer Discretionary,MACD 跌破 0 軸,Bearish Engulfing,True,False,13,0.15384615384615385,-0.012278390523190769,-0.11085972850678733
Consumer Discretionary,價格跌破 EMA20,Shooting Star,True,True,5,0.8,0.03982588945986976,0.5159090909090909
Energy,BB 跌破下軌 (超賣),Bullish Engulfing,True,False,14,0.8571428571428571,0.043580601401824556,0.5277542969850662
Energy,KDJ 超買區死叉,Evening Star,True,False,13,0.07692307692307693,-0.013605583915612125,-0.1759504862953139
Energy,BB 跌破下軌 (超賣),Hammer,True,False,8,0.375,-0.00933106336946947,0.045611439842209056
Energy,EMA 死亡交叉 (20 下穿 50),None,False,True,10,0.4,-0.005690778372060469,0.11153846153846159
Energy,RSI 超買區域 (70),Bearish Harami,True,False,13,0.46153846153846156,0.004407147149582382,0.2161680911680912
Energy,MACD 跌破 0 軸,Bearish Harami,True,False,11,0.2727272727272727,-0.011642342300049008,-0.030089628681177982
Energy,RSI 超買區域 (70),Evening Star,True,False,5,0.4,0.00753685465889762,0.15462962962962964
Industrials,RSI 維持超賣,Support,True,False,9,1.0,0.07168197633802888,0.7087857847976309
Industrials,EMA 死亡交叉 (20 下穿 50),Bearish Harami,True,False,14,0.14285714285714285,0.00031054244441313685,-0.09038682497127537
Consumer Discretionary,RSI 維持超買,Bearish Engulfing,True,True,6,0.3333333333333333,-0.01783445507136866,0.09891013777503596
Information Technology,KDJ 超賣區金叉,Morning Star,True,True,5,0.8,0.08141729000267299,0.5065868263473055
Industrials,MACD 跌破 0 軸,Evening Star,True,True,6,0.5,0.014677210785517446,0.21773220747889022
Industrials,BB 突破上軌 (超買),Resistance,True,True,6,0.5,0.0347963091129549,0.29963302752293575
Consumer Discretionary,RSI 維持超買,Bearish Harami,True,True,10,0.1,-0.03744940420227022,-0.13442319555829735
Consumer Discretionary,價格跌破 EMA20,Evening Star,True,True,7,0.42857142857142855,-0.008950986549916095,0.14448051948051943
Consumer Discretionary,MACD 跌破 0 軸,Bearish Harami,True,False,6,0.3333333333333333,-0.008009668850531476,0.06862745098039214
Consumer Discretionary,EMA 死亡交叉 (20 下穿 50),Bearish Harami,True,False,6,0.3333333333333333,-0.00264661792969847,0.050546448087431695
Communication Services,KDJ 超買區死叉,Bearish Harami,True,False,9,0.3333333333333333,0.006534838155609261,0.052511415525114125
Communication Services,RSI 超買區域 (70),Bearish Harami,True,True,6,0.3333333333333333,0.018920344656455465,0.09592326139088728
Communication Services,RSI 超賣區域 (30),Bullish Harami,True,False,15,0.4666666666666667,0.007424050233354753,0.1512820512820513
Communication Services,BB 跌破下軌 (超賣),Hammer,True,False,7,0.42857142857142855,0.002305709908973552,0.09054325955734405
Communication Services,RSI 維持超買,Shooting Star,True,True,5,0.2,-0.0029378063032939293,-0.02446808510638296
Communication Services,MACD 死叉 (空頭區),Bearish Harami,True,False,6,0.16666666666666666,-0.025588559729776545,-0.1817204301075269
Communication Services,RSI 超買區域 (70),Shooting Star,True,False,9,0.2222222222222222,-0.011091873730088369,-0.015187849720223828
Real Estate,BB 突破上軌 (超買),Shooting Star,True,True,11,0.45454545454545453,0.013169932096942154,0.22662833349856248
Real Estate,KDJ 超賣區金叉,Hammer,True,False,9,0.6666666666666666,0.025102160217822637,0.4403353057199211
Consumer Discretionary,RSI 維持超賣,Support,True,False,8,1.0,0.0592933073160843,0.6301020408163265
Consumer Discretionary,MACD 金叉 (空頭區),Hammer,True,False,8,0.375,0.01623543895507462,0.06898907103825136
Consumer Discretionary,價格跌破 EMA20,Bearish Harami,True,True,11,0.36363636363636365,0.00018420692653371227,0.07954545454545453
Utilities,RSI 超買區域 (70),Bearish Engulfing,True,False,20,0.2,0.013746361561460451,0.0012048192771084432
Utilities,BB 突破上軌 (超買),Bearish Harami,True,True,7,0.14285714285714285,-0.017142096999691346,-0.036166365280289325
Health Care,BB 跌破下軌 (超賣),Support,True,True,6,1.0,0.08276346743938771,0.7337704918032787
Energy,RSI 維持超賣,Bullish Engulfing,True,False,15,0.5333333333333333,0.01753282677256849,0.04552845528455285
Energy,BB 跌破下軌 (超賣),Morning Star,True,False,17,0.8235294117647058,0.041799307062337934,0.4941408516069149
Energy,MACD 金叉 (空頭區),Hammer,True,False,5,0.2,-0.0132752403842542,-0.17433155080213902
Communication Services,KDJ 超買區死叉,Shooting Star,True,False,12,0.16666666666666666,0.0021252402364221575,-0.11415525114155253
Communication Services,RSI 超買區域 (70),Evening Star,True,False,7,0.14285714285714285,0.007689983677011432,-0.09455292908530319
Communication Services,KDJ 超買區死叉,Bearish Engulfing,True,False,11,0.2727272727272727,0.008266176658406083,-0.008094645080946483
Materials,RSI 維持超買,Shooting Star,True,True,5,0.0,-0.016095313163510986,-0.2387005649717514
Financials,MACD 跌破 0 軸,Bearish Harami,True,True,5,0.4,0.014080500869875449,0.1479768786127168
Health Care,RSI 超買區域 (70),Resistance,True,False,6,1.0,0.04823599176259332,0.7926829268292683
Industrials,KDJ 超買區死叉,Bearish Engulfing,True,True,7,0.42857142857142855,0.01153727911276218,0.26023475522473516
Industrials,BB 跌破下軌 (超賣),Hammer,True,False,12,0.3333333333333333,0.012266732602326096,0.05011261261261257
Industrials,BB 跌破下軌 (超賣),Hammer,True,True,10,0.3,0.034175045035816747,0.016779279279279247
Energy,KDJ 超買區死叉,Shooting Star,True,False,7,0.2857142857142857,0.0029515996106749963,0.03284072249589487
Energy,價格突破 EMA20,Hammer,True,False,5,0.2,-2.2660485882708934e-07,-0.15006605019815056
Information Technology,價格突破 EMA20,Hammer,True,True,5,0.6,0.03924735535707462,0.22336490753270183
Information Technology,RSI 維持超賣,Support,True,True,8,0.75,0.0850594459496367,0.3960859977949283
Utilities,RSI 維持超買,Bearish Engulfing,True,True,6,0.3333333333333333,-0.030658281034365617,0.16193719258418462
Energy,RSI 超賣區域 (30),Bullish Harami,True,False,6,0.6666666666666666,0.03441945671165034,0.3188405797101449
Energy,價格跌破 EMA20,Shooting Star,True,False,5,0.2,-0.002843718427516321,-0.08124999999999999
Consumer Discretionary,EMA 黃金交叉 (20 上穿 50),Bullish Harami,True,False,5,0.0,-0.02640463509670079,-0.299625468164794
Consumer Discretionary,RSI 超買區域 (70),Bearish Harami,True,True,8,0.375,0.005176388929530099,0.15396613190730837
Materials,EMA 黃金交叉 (20 上穿 50),None,False,True,5,0.4,0.000595622282206551,0.09426751592356691
Communication Services,BB 跌破下軌 (超賣),Support,True,False,5,0.4,0.018372762117496416,0.06197183098591552
Communication Services,RSI 超買區域 (70),Bearish Engulfing,True,False,7,0.5714285714285714,0.02084131984527185,0.3340184994861254
Communication Services,KDJ 超買區死叉,None,False,True,8,0.5,0.041883547568481096,0.2191780821917808
Information Technology,RSI 超賣區域 (30),Bullish Engulfing,True,True,6,0.8333333333333334,0.10538494802796605,0.5112994350282487
Industrials,RSI 維持超買,Evening Star,True,True,7,0.42857142857142855,0.005114857037262192,0.23182346109175375
Health Care,RSI 維持超賣,Support,True,True,5,0.6,0.047695474319300595,0.29551534225019666
Communication Services,價格跌破 EMA20,Shooting Star,True,False,10,0.1,-0.020700501160908876,-0.16533523537803138
Consumer Discretionary,BB 跌破下軌 (超賣),Support,True,False,5,1.0,0.07733419574560249,0.713469387755102
Information Technology,RSI 維持超買,Resistance,True,True,5,1.0,0.08162490096350822,0.7525627430187345
Health Care,RSI 維持超賣,Morning Star,True,True,7,1.0,0.054787003750474815,0.6955153422501967
Consumer Staples,MACD 金叉 (空頭區),Hammer,True,False,8,0.375,0.012559020483603571,0.14882875605815832
Consumer Staples,RSI 維持超買,Shooting Star,True,True,6,0.16666666666666666,-0.018079359421799442,-0.024577572964669753
Industrials,MACD 突破 0 軸,Bullish Engulfing,True,False,6,0.0,-0.03062212842376814,-0.27846674182638104
Communication Services,KDJ 超賣區金叉,Bullish Engulfing,True,False,11,0.2727272727272727,-0.0020686715594523436,0.005778120184899815
Communication Services,MACD 金叉 (空頭區),Bullish Engulfing,True,False,7,0.5714285714285714,0.012537594981487165,0.2241231822070145
Communication Services,RSI 維持超買,Bearish Harami,True,True,9,0.2222222222222222,-0.01696957958703667,-0.0022458628841607597
Communication Services,RSI 維持超賣,Hammer,True,False,6,0.16666666666666666,0.008296349061856815,-0.14779874213836477
Consumer Staples,MACD 突破 0 軸,Morning Star,True,False,5,0.8,0.03752701396045493,0.569406392694064
Information Technology,價格突破 EMA20,Bullish Harami,True,True,5,0.4,0.0159663964363286,0.023364907532701873
Utilities,BB 跌破下軌 (超賣),Support,True,False,5,1.0,0.05059466261669633,0.623574144486692
Communication Services,RSI 超賣區域 (30),Bullish Harami,True,True,5,0.6,0.09012590213054887,0.2846153846153846
Consumer Discretionary,RSI 維持超買,Evening Star,True,True,5,0.6,0.03077081541873363,0.3655768044417026
Commerce & Industry,KDJ 超賣區金叉,None,False,False,188,0.3404255319148936,0.003995604576553822,0.0
Commerce & Industry,MACD 跌破 0 軸,None,False,False,91,0.2967032967032967,-0.0009832959071809715,0.0
Commerce & Industry,BB 跌破下軌 (超賣),None,False,False,156,0.36538461538461536,0.005564585998681262,0.0
Commerce & Industry,KDJ 超賣區金叉,None,False,True,20,0.3,0.010046464295077598,-0.04042553191489362
Commerce & Industry,RSI 超賣區域 (30),None,False,False,36,0.3888888888888889,0.01272330906706004,0.0
Commerce & Industry,MACD 金叉 (空頭區),None,False,False,123,0.3821138211382114,0.008383657883784486,0.0
Commerce & Industry,MACD 死叉 (空頭區),None,False,True,16,0.375,-0.010988685150699146,0.12009803921568629
Commerce & Industry,RSI 超買區域 (70),None,False,True,44,0.2727272727272727,-0.018983524929863146,-0.023569023569023573
Commerce & Industry,MACD 突破 0 軸,None,False,True,17,0.4117647058823529,0.011337471982990234,0.08523409363745499
Commerce & Industry,BB 突破上軌 (超買),None,False,True,156,0.23717948717948717,-0.014953529006425997,-0.0027049058840966367
Commerce & Industry,RSI 維持超買,Bearish Engulfing,True,True,10,0.5,0.014094125304954972,0.24844720496894412
Commerce & Industry,BB 突破上軌 (超買),Bearish Engulfing,True,True,9,0.5555555555555556,0.025169945091475278,0.3156711624919718
Commerce & Industry,RSI 維持超買,Bearish Engulfing,True,False,19,0.631578947368421,0.029809932912871186,0.38002615233736514
Commerce & Industry,BB 突破上軌 (超買),Bearish Engulfing,True,False,21,0.47619047619047616,0.010750018066504758,0.23630608312689236
Commerce & Industry,RSI 維持超買,Bearish Harami,True,False,28,0.4642857142857143,-0.006393197248556156,0.21273291925465843
Commerce & Industry,RSI 維持超買,None,False,False,322,0.2515527950310559,-0.005145224183621779,0.0
Commerce & Industry,MACD 突破 0 軸,None,False,False,98,0.32653061224489793,0.0026465001546949235,0.0
