sector,subsector,indicator,signal,direction,has_pattern,count,successes,avg_return,win_rate,strategy,improvement
Health Care,Health Care Equipment,BB,BB 跌破下軌 (超賣),bullish,False,275,74,-0.002606099254258918,0.2690909090909091,⚪ 純指標,0.0
Health Care,Health Care Equipment,BB,BB 跌破下軌 (超賣),bullish,True,55,23,0.02031497801618316,0.41818181818181815,✅ 複合,0.004040404040404011
Health Care,Health Care Equipment,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,31,9,0.0011918392536063754,0.2903225806451613,⚪ 純指標,0.0
Health Care,Health Care Equipment,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,20,7,0.005057630856419281,0.35,⚪ 純指標,0.0
Health Care,Health Care Equipment,EMA,價格突破 EMA20,bullish,False,152,38,-0.004756832223706695,0.25,⚪ 純指標,0.0
Health Care,Health Care Equipment,EMA,價格突破 EMA20,bullish,True,21,6,0.005526925154600758,0.2857142857142857,✅ 複合,0.003105590062111807
Health Care,Health Care Equipment,EMA,價格跌破 EMA20,bearish,False,142,48,0.00780351638691329,0.3380281690140845,⚪ 純指標,0.0
Health Care,Health Care Equipment,EMA,價格跌破 EMA20,bearish,True,38,14,0.013519841118238583,0.3684210526315789,✅ 複合,0.16008771929824558
Health Care,Health Care Equipment,KDJ,KDJ 超買區死叉,bearish,False,18,5,-0.003347014827343906,0.2777777777777778,⚪ 純指標,0.0
Health Care,Health Care Equipment,KDJ,KDJ 超賣區金叉,bullish,False,90,27,0.008482616549382078,0.3,⚪ 純指標,0.0
Health Care,Health Care Equipment,KDJ,KDJ 超賣區金叉,bullish,True,19,4,0.007114811837513296,0.21052631578947367,✅ 複合,-0.11600429645542426
Health Care,Health Care Equipment,MACD,MACD 死叉 (空頭區),bearish,False,68,22,-0.00214159288311054,0.3235294117647059,⚪ 純指標,0.0
Health Care,Health Care Equipment,MACD,MACD 死叉 (空頭區),bearish,True,11,8,0.037890244682925636,0.7272727272727273,✅ 複合,0.3724340175953079
Health Care,Health Care Equipment,MACD,MACD 突破 0 軸,bullish,False,89,24,0.0010129297602615103,0.2696629213483146,⚪ 純指標,0.0
Health Care,Health Care Equipment,MACD,MACD 跌破 0 軸,bearish,False,99,37,0.004589786001735057,0.37373737373737376,⚪ 純指標,0.0
Health Care,Health Care Equipment,MACD,MACD 金叉 (空頭區),bullish,False,120,36,-0.004825238843815678,0.3,⚪ 純指標,0.0
Health Care,Health Care Equipment,MACD,MACD 金叉 (空頭區),bullish,True,9,3,0.0005719685188162041,0.3333333333333333,✅ 複合,0.09195402298850572
Health Care,Health Care Equipment,RSI,RSI 維持超買,bearish,False,119,36,0.0038845266743658576,0.3025210084033613,⚪ 純指標,0.0
Health Care,Health Care Equipment,RSI,RSI 維持超買,bearish,True,44,18,0.00806192440161368,0.4090909090909091,✅ 複合,0.18267581475128647
Health Care,Health Care Equipment,RSI,RSI 維持超賣,bullish,False,129,45,0.005860448141582214,0.3488372093023256,⚪ 純指標,0.0
Health Care,Health Care Equipment,RSI,RSI 維持超賣,bullish,True,32,14,0.01398710442412417,0.4375,✅ 複合,-0.0625
Health Care,Health Care Equipment,RSI,RSI 超買區域 (70),bearish,False,54,9,-0.005701874156782322,0.16666666666666666,⚪ 純指標,0.0
Health Care,Health Care Equipment,RSI,RSI 超買區域 (70),bearish,True,16,8,0.014295760973704878,0.5,✅ 複合,0.28378378378378377
Health Care,Health Care Equipment,RSI,RSI 超賣區域 (30),bullish,False,75,23,0.00609213572479725,0.30666666666666664,⚪ 純指標,0.0
Health Care,Health Care Equipment,RSI,RSI 超賣區域 (30),bullish,True,17,7,0.011460541979636262,0.4117647058823529,✅ 複合,-0.21323529411764708
Health Care,Health Care Facilities,BB,BB 突破上軌 (超買),bearish,False,32,5,-0.009981163829724103,0.15625,⚪ 純指標,0.0
Health Care,Health Care Facilities,BB,BB 突破上軌 (超買),bearish,True,11,4,0.0063503634540864,0.36363636363636365,✅ 複合,0.09090909090909094
Health Care,Health Care Facilities,BB,BB 跌破下軌 (超賣),bullish,False,30,8,-0.00447967621351091,0.26666666666666666,⚪ 純指標,0.0
Health Care,Health Care Facilities,EMA,價格突破 EMA20,bullish,False,15,4,-0.005365129363818426,0.26666666666666666,⚪ 純指標,0.0
Health Care,Health Care Facilities,EMA,價格跌破 EMA20,bearish,False,12,3,0.005847982201206821,0.25,⚪ 純指標,0.0
Health Care,Health Care Facilities,MACD,MACD 突破 0 軸,bullish,False,13,5,0.0024113752901795084,0.38461538461538464,⚪ 純指標,0.0
Health Care,Health Care Facilities,MACD,MACD 跌破 0 軸,bearish,False,14,5,0.007048367596005456,0.35714285714285715,⚪ 純指標,0.0
Health Care,Health Care Facilities,MACD,MACD 金叉 (空頭區),bullish,False,11,4,0.013924473893597956,0.36363636363636365,⚪ 純指標,0.0
Health Care,Health Care Facilities,RSI,RSI 維持超買,bearish,False,16,7,0.01926089271002683,0.4375,⚪ 純指標,0.0
Health Care,Health Care Facilities,RSI,RSI 維持超買,bearish,True,17,8,0.01674085925454803,0.47058823529411764,✅ 複合,0.244173140954495
Health Care,Health Care Facilities,RSI,RSI 超買區域 (70),bearish,False,14,4,0.0025087951590720063,0.2857142857142857,⚪ 純指標,0.0
Health Care,Health Care Facilities,RSI,RSI 超賣區域 (30),bullish,False,11,3,0.00745158469862478,0.2727272727272727,⚪ 純指標,0.0
Health Care,Health Care Services,BB,BB 突破上軌 (超買),bearish,False,72,21,-0.0003975745848896174,0.2916666666666667,⚪ 純指標,0.0
Health Care,Health Care Services,BB,BB 突破上軌 (超買),bearish,True,34,19,0.015871774346682365,0.5588235294117647,✅ 複合,0.286096256684492
Health Care,Health Care Services,BB,BB 跌破下軌 (超賣),bullish,False,65,21,0.007248480528533002,0.3230769230769231,⚪ 純指標,0.0
Health Care,Health Care Services,BB,BB 跌破下軌 (超賣),bullish,True,20,12,0.029304797880870252,0.6,✅ 複合,0.18585858585858583
Health Care,Health Care Services,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,9,3,0.005248593838419375,0.3333333333333333,⚪ 純指標,0.0
Health Care,Health Care Services,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,10,2,-0.006380696810107003,0.2,⚪ 純指標,0.0
Health Care,Health Care Services,EMA,價格突破 EMA20,bullish,False,52,8,0.0015290450980248473,0.15384615384615385,⚪ 純指標,0.0
Health Care,Health Care Services,EMA,價格突破 EMA20,bullish,True,12,5,0.02250276215491478,0.4166666666666667,✅ 複合,0.1340579710144928
Health Care,Health Care Services,EMA,價格跌破 EMA20,bearish,False,56,13,-0.0068515128830172745,0.23214285714285715,⚪ 純指標,0.0
Health Care,Health Care Services,EMA,價格跌破 EMA20,bearish,True,9,2,0.0027960428775236443,0.2222222222222222,✅ 複合,0.013888888888888867
Health Care,Health Care Services,KDJ,KDJ 超賣區金叉,bullish,False,40,12,-0.0038172865632340796,0.3,⚪ 純指標,0.0
Health Care,Health Care Services,MACD,MACD 死叉 (空頭區),bearish,False,21,4,-0.010284905627416935,0.19047619047619047,⚪ 純指標,0.0
Health Care,Health Care Services,MACD,MACD 突破 0 軸,bullish,False,34,8,-0.008704079777352264,0.23529411764705882,⚪ 純指標,0.0
Health Care,Health Care Services,MACD,MACD 跌破 0 軸,bearish,False,32,8,-0.0025631479307798516,0.25,⚪ 純指標,0.0
Health Care,Health Care Services,MACD,MACD 金叉 (空頭區),bullish,False,34,9,0.003923677966321957,0.2647058823529412,⚪ 純指標,0.0
Health Care,Health Care Services,RSI,RSI 維持超買,bearish,False,47,11,0.00038169933749222107,0.23404255319148937,⚪ 純指標,0.0
Health Care,Health Care Services,RSI,RSI 維持超買,bearish,True,14,7,0.0156623839779111,0.5,✅ 複合,0.27358490566037735
Health Care,Health Care Services,RSI,RSI 維持超賣,bullish,True,8,4,0.021916323438943935,0.5,✅ 複合,0.0
Health Care,Health Care Services,RSI,RSI 超買區域 (70),bearish,False,13,1,-0.012516467476412814,0.07692307692307693,⚪ 純指標,0.0
Health Care,Health Care Services,RSI,RSI 超買區域 (70),bearish,True,13,5,0.0014461549459729582,0.38461538461538464,✅ 複合,0.1683991683991684
Health Care,Health Care Services,RSI,RSI 超賣區域 (30),bullish,False,10,7,0.03910525841164761,0.7,⚪ 純指標,0.0
Health Care,Health Care Supplies,BB,BB 突破上軌 (超買),bearish,False,45,19,0.01211329757552257,0.4222222222222222,⚪ 純指標,0.0
Health Care,Health Care Supplies,BB,BB 突破上軌 (超買),bearish,True,9,7,0.03709439102812782,0.7777777777777778,✅ 複合,0.5050505050505051
Health Care,Health Care Supplies,BB,BB 跌破下軌 (超賣),bullish,False,51,26,0.015759465648314333,0.5098039215686274,⚪ 純指標,0.0
Health Care,Health Care Supplies,BB,BB 跌破下軌 (超賣),bullish,True,18,8,0.00432319450609632,0.4444444444444444,✅ 複合,0.030303030303030276
Health Care,Health Care Supplies,EMA,價格突破 EMA20,bullish,False,29,10,0.0012892450739398792,0.3448275862068966,⚪ 純指標,0.0
Health Care,Health Care Supplies,EMA,價格跌破 EMA20,bearish,False,29,7,-0.01240453375657989,0.2413793103448276,⚪ 純指標,0.0
Health Care,Health Care Supplies,MACD,MACD 死叉 (空頭區),bearish,False,11,3,-0.02722492444203675,0.2727272727272727,⚪ 純指標,0.0
Health Care,Health Care Supplies,MACD,MACD 突破 0 軸,bullish,False,16,4,0.007884075175067921,0.25,⚪ 純指標,0.0
Health Care,Health Care Supplies,MACD,MACD 跌破 0 軸,bearish,False,17,7,0.015644683085155407,0.4117647058823529,⚪ 純指標,0.0
Health Care,Health Care Supplies,MACD,MACD 金叉 (空頭區),bullish,False,17,5,0.0020199844479422122,0.29411764705882354,⚪ 純指標,0.0
Health Care,Health Care Supplies,RSI,RSI 維持超買,bearish,False,11,5,0.0033625314430451416,0.45454545454545453,⚪ 純指標,0.0
Health Care,Health Care Supplies,RSI,RSI 維持超賣,bullish,False,47,19,0.008384639400247404,0.40425531914893614,⚪ 純指標,0.0
Health Care,Health Care Supplies,RSI,RSI 維持超賣,bullish,True,15,5,0.012503054661172438,0.3333333333333333,✅ 複合,-0.16666666666666669
Health Care,Health Care Supplies,RSI,RSI 超買區域 (70),bearish,False,8,2,0.0007208085806116811,0.25,⚪ 純指標,0.0
Health Care,Health Care Supplies,RSI,RSI 超賣區域 (30),bullish,False,12,6,0.007590940473187489,0.5,⚪ 純指標,0.0
Health Care,Health Care Technology,BB,BB 突破上軌 (超買),bearish,False,35,14,0.013478305170521161,0.4,⚪ 純指標,0.0
Health Care,Health Care Technology,BB,BB 跌破下軌 (超賣),bullish,False,27,13,-0.0011146788625832499,0.48148148148148145,⚪ 純指標,0.0
Health Care,Health Care Technology,EMA,價格突破 EMA20,bullish,False,17,4,-0.01351061517424272,0.23529411764705882,⚪ 純指標,0.0
Health Care,Health Care Technology,EMA,價格跌破 EMA20,bearish,False,16,3,0.0081971393925913,0.1875,⚪ 純指標,0.0
Health Care,Health Care Technology,MACD,MACD 死叉 (空頭區),bearish,False,10,4,0.0033387241091639196,0.4,⚪ 純指標,0.0
Health Care,Health Care Technology,MACD,MACD 突破 0 軸,bullish,False,12,6,0.0177194050403847,0.5,⚪ 純指標,0.0
Health Care,Health Care Technology,MACD,MACD 跌破 0 軸,bearish,False,11,2,-0.01130871760405893,0.18181818181818182,⚪ 純指標,0.0
Health Care,Health Care Technology,MACD,MACD 金叉 (空頭區),bullish,False,17,1,-0.02452285312892003,0.058823529411764705,⚪ 純指標,0.0
Health Care,Health Care Technology,RSI,RSI 維持超買,bearish,False,13,6,0.008110750040314006,0.46153846153846156,⚪ 純指標,0.0
Health Care,Health Care Technology,RSI,RSI 維持超買,bearish,True,10,4,0.023860192028794153,0.4,✅ 複合,0.17358490566037738
Health Care,Health Care Technology,RSI,RSI 維持超賣,bullish,False,23,3,-0.02374669916293135,0.13043478260869565,⚪ 純指標,0.0
Health Care,Health Care Technology,RSI,RSI 維持超賣,bullish,True,11,5,0.02186012868767502,0.45454545454545453,✅ 複合,-0.04545454545454547
Health Care,Health Care Technology,RSI,RSI 超賣區域 (30),bullish,False,9,3,0.02672379042883765,0.3333333333333333,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,BB,BB 突破上軌 (超買),bearish,False,116,36,0.0028916545858483976,0.3103448275862069,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,BB,BB 突破上軌 (超買),bearish,True,48,27,0.022879693034409777,0.5625,✅ 複合,0.2897727272727273
Health Care,Life Sciences Tools & Services,BB,BB 跌破下軌 (超賣),bullish,False,119,34,-0.01782727087260807,0.2857142857142857,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,BB,BB 跌破下軌 (超賣),bullish,True,32,14,0.006128930908601124,0.4375,✅ 複合,0.023358585858585856
Health Care,Life Sciences Tools & Services,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,13,4,0.005675817003454466,0.3076923076923077,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,8,3,-0.0065396060937107075,0.375,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,EMA,價格突破 EMA20,bullish,False,59,23,0.005859533215335374,0.3898305084745763,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,EMA,價格突破 EMA20,bullish,True,14,4,-0.011741749453579286,0.2857142857142857,✅ 複合,0.003105590062111807
Health Care,Life Sciences Tools & Services,EMA,價格跌破 EMA20,bearish,False,60,19,0.00026533630756939673,0.31666666666666665,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,EMA,價格跌破 EMA20,bearish,True,11,4,0.018561778245207633,0.36363636363636365,✅ 複合,0.1553030303030303
Health Care,Life Sciences Tools & Services,KDJ,KDJ 超買區死叉,bearish,True,9,4,0.009598986159357788,0.4444444444444444,✅ 複合,0.3194444444444444
Health Care,Life Sciences Tools & Services,KDJ,KDJ 超賣區金叉,bullish,False,23,2,-0.01851752848102859,0.08695652173913043,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,MACD,MACD 死叉 (空頭區),bearish,False,28,12,0.02311309338353334,0.42857142857142855,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,MACD,MACD 突破 0 軸,bullish,False,40,8,-0.008728703240763067,0.2,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,MACD,MACD 跌破 0 軸,bearish,False,40,12,-0.008874262805455412,0.3,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,MACD,MACD 金叉 (空頭區),bullish,False,45,14,0.003988810148350072,0.3111111111111111,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,RSI,RSI 維持超買,bearish,False,49,17,0.015850955302733,0.3469387755102041,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,RSI,RSI 維持超買,bearish,True,28,15,0.017273717214362914,0.5357142857142857,✅ 複合,0.30929919137466305
Health Care,Life Sciences Tools & Services,RSI,RSI 維持超賣,bullish,False,75,28,0.003922749521762412,0.37333333333333335,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,RSI,RSI 維持超賣,bullish,True,27,13,0.005816786482498413,0.48148148148148145,✅ 複合,-0.018518518518518545
Health Care,Life Sciences Tools & Services,RSI,RSI 超買區域 (70),bearish,False,39,12,0.00277500105811191,0.3076923076923077,⚪ 純指標,0.0
Health Care,Life Sciences Tools & Services,RSI,RSI 超賣區域 (30),bullish,False,50,11,-0.02975472226475546,0.22,⚪ 純指標,0.0
Health Care,Managed Health Care,BB,BB 突破上軌 (超買),bearish,False,60,17,0.00217321577514344,0.2833333333333333,⚪ 純指標,0.0
Health Care,Managed Health Care,BB,BB 突破上軌 (超買),bearish,True,30,14,0.053442965568596804,0.4666666666666667,✅ 複合,0.19393939393939397
Health Care,Managed Health Care,BB,BB 跌破下軌 (超賣),bullish,False,66,16,-0.006945947817880916,0.24242424242424243,⚪ 純指標,0.0
Health Care,Managed Health Care,BB,BB 跌破下軌 (超賣),bullish,True,10,5,0.01279163733224808,0.5,✅ 複合,0.08585858585858586
Health Care,Managed Health Care,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,8,1,-0.027409766451616503,0.125,⚪ 純指標,0.0
Health Care,Managed Health Care,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,8,4,0.025447641614961027,0.5,⚪ 純指標,0.0
Health Care,Managed Health Care,EMA,價格突破 EMA20,bullish,False,28,12,0.008280151754447806,0.42857142857142855,⚪ 純指標,0.0
Health Care,Managed Health Care,EMA,價格跌破 EMA20,bearish,False,27,9,0.010134334973733363,0.3333333333333333,⚪ 純指標,0.0
Health Care,Managed Health Care,KDJ,KDJ 超賣區金叉,bullish,False,21,6,-0.011175891472908877,0.2857142857142857,⚪ 純指標,0.0
Health Care,Managed Health Care,KDJ,KDJ 超賣區金叉,bullish,True,12,5,0.0009411731452745013,0.4166666666666667,✅ 複合,0.09013605442176875
Health Care,Managed Health Care,MACD,MACD 死叉 (空頭區),bearish,False,16,7,0.014266910931044327,0.4375,⚪ 純指標,0.0
Health Care,Managed Health Care,MACD,MACD 突破 0 軸,bullish,False,23,7,-0.007610057907737784,0.30434782608695654,⚪ 純指標,0.0
Health Care,Managed Health Care,MACD,MACD 跌破 0 軸,bearish,False,21,9,0.006159817851890529,0.42857142857142855,⚪ 純指標,0.0
Health Care,Managed Health Care,MACD,MACD 金叉 (空頭區),bullish,False,28,9,-0.011094356194898791,0.32142857142857145,⚪ 純指標,0.0
Health Care,Managed Health Care,RSI,RSI 維持超買,bearish,False,57,12,-0.005826236099900321,0.21052631578947367,⚪ 純指標,0.0
Health Care,Managed Health Care,RSI,RSI 維持超買,bearish,True,25,9,0.007072428018920456,0.36,✅ 複合,0.13358490566037734
Health Care,Managed Health Care,RSI,RSI 維持超賣,bullish,False,64,14,-0.03073081344699724,0.21875,⚪ 純指標,0.0
Health Care,Managed Health Care,RSI,RSI 維持超賣,bullish,True,18,8,0.0025174482148739184,0.4444444444444444,✅ 複合,-0.05555555555555558
Health Care,Managed Health Care,RSI,RSI 超買區域 (70),bearish,False,14,3,-0.02548999794854146,0.21428571428571427,⚪ 純指標,0.0
Health Care,Managed Health Care,RSI,RSI 超買區域 (70),bearish,True,9,3,-0.008033949309594298,0.3333333333333333,✅ 複合,0.11711711711711709
Health Care,Managed Health Care,RSI,RSI 超賣區域 (30),bullish,False,22,9,0.012280138855805235,0.4090909090909091,⚪ 純指標,0.0
Health Care,Pharmaceuticals,BB,BB 突破上軌 (超買),bearish,False,90,28,-0.004612801279093139,0.3111111111111111,⚪ 純指標,0.0
Health Care,Pharmaceuticals,BB,BB 突破上軌 (超買),bearish,True,36,11,-0.0007953675895982435,0.3055555555555556,✅ 複合,0.03282828282828287
Health Care,Pharmaceuticals,BB,BB 跌破下軌 (超賣),bullish,False,112,39,0.00010846853427391059,0.3482142857142857,⚪ 純指標,0.0
Health Care,Pharmaceuticals,BB,BB 跌破下軌 (超賣),bullish,True,15,5,0.024568535926476672,0.3333333333333333,✅ 複合,-0.08080808080808083
Health Care,Pharmaceuticals,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,10,1,-0.02986373546639457,0.1,⚪ 純指標,0.0
Health Care,Pharmaceuticals,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,8,1,-0.019473108433093113,0.125,⚪ 純指標,0.0
Health Care,Pharmaceuticals,EMA,價格突破 EMA20,bullish,False,69,24,0.006771873346199701,0.34782608695652173,⚪ 純指標,0.0
Health Care,Pharmaceuticals,EMA,價格突破 EMA20,bullish,True,10,4,0.008684215019866421,0.4,✅ 複合,0.11739130434782613
Health Care,Pharmaceuticals,EMA,價格跌破 EMA20,bearish,False,68,14,-0.007675955169372933,0.20588235294117646,⚪ 純指標,0.0
Health Care,Pharmaceuticals,EMA,價格跌破 EMA20,bearish,True,14,3,-0.014568280509466373,0.21428571428571427,✅ 複合,0.005952380952380931
Health Care,Pharmaceuticals,KDJ,KDJ 超賣區金叉,bullish,False,95,32,0.004624148501489608,0.3368421052631579,⚪ 純指標,0.0
Health Care,Pharmaceuticals,MACD,MACD 死叉 (空頭區),bearish,False,21,7,0.0046328323942081175,0.3333333333333333,⚪ 純指標,0.0
Health Care,Pharmaceuticals,MACD,MACD 突破 0 軸,bullish,False,43,6,-0.007485220281738888,0.13953488372093023,⚪ 純指標,0.0
Health Care,Pharmaceuticals,MACD,MACD 跌破 0 軸,bearish,False,41,9,-0.0019006187390578212,0.21951219512195122,⚪ 純指標,0.0
Health Care,Pharmaceuticals,MACD,MACD 金叉 (空頭區),bullish,False,48,19,0.005720893970028264,0.3958333333333333,⚪ 純指標,0.0
Health Care,Pharmaceuticals,RSI,RSI 維持超買,bearish,False,116,19,-0.011544864139752205,0.16379310344827586,⚪ 純指標,0.0
Health Care,Pharmaceuticals,RSI,RSI 維持超買,bearish,True,52,13,-0.0032510452269477624,0.25,✅ 複合,0.023584905660377353
Health Care,Pharmaceuticals,RSI,RSI 維持超賣,bullish,False,55,24,0.01629392228738088,0.43636363636363634,⚪ 純指標,0.0
Health Care,Pharmaceuticals,RSI,RSI 超買區域 (70),bearish,False,37,9,-0.005241554898390842,0.24324324324324326,⚪ 純指標,0.0
Health Care,Pharmaceuticals,RSI,RSI 超買區域 (70),bearish,True,8,3,0.005609798305048317,0.375,✅ 複合,0.15878378378378377
Health Care,Pharmaceuticals,RSI,RSI 超賣區域 (30),bullish,False,25,7,-0.010059230165177053,0.28,⚪ 純指標,0.0
Industrials,Aerospace & Defense,BB,BB 突破上軌 (超買),bearish,False,206,43,-0.008550231826032336,0.2087378640776699,⚪ 純指標,0.0
Industrials,Aerospace & Defense,BB,BB 突破上軌 (超買),bearish,True,74,29,0.011347907721316502,0.3918918918918919,✅ 複合,0.183154027814222
Industrials,Aerospace & Defense,BB,BB 跌破下軌 (超賣),bullish,False,135,48,0.007470082450491833,0.35555555555555557,⚪ 純指標,0.0
Industrials,Aerospace & Defense,BB,BB 跌破下軌 (超賣),bullish,True,30,19,0.04269925890483893,0.6333333333333333,✅ 複合,0.27777777777777773
Industrials,Aerospace & Defense,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,16,7,0.028456318348632336,0.4375,⚪ 純指標,0.0
Industrials,Aerospace & Defense,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,13,2,-0.007108621667661897,0.15384615384615385,⚪ 純指標,0.0
Industrials,Aerospace & Defense,EMA,價格突破 EMA20,bullish,False,109,39,0.0017982663789589115,0.3577981651376147,⚪ 純指標,0.0
Industrials,Aerospace & Defense,EMA,價格突破 EMA20,bullish,True,17,4,-0.003295243661803831,0.23529411764705882,✅ 複合,-0.12250404749055588
Industrials,Aerospace & Defense,EMA,價格跌破 EMA20,bearish,False,108,29,-0.00013964342729082282,0.26851851851851855,⚪ 純指標,0.0
Industrials,Aerospace & Defense,EMA,價格跌破 EMA20,bearish,True,23,8,0.007425772113719613,0.34782608695652173,✅ 複合,0.07930756843800318
Industrials,Aerospace & Defense,KDJ,KDJ 超買區死叉,bearish,False,25,4,-0.02255518964551995,0.16,⚪ 純指標,0.0
Industrials,Aerospace & Defense,KDJ,KDJ 超買區死叉,bearish,True,10,1,-0.01537025826243238,0.1,✅ 複合,-0.06
Industrials,Aerospace & Defense,KDJ,KDJ 超賣區金叉,bullish,False,72,28,0.013792995726841492,0.3888888888888889,⚪ 純指標,0.0
Industrials,Aerospace & Defense,MACD,MACD 死叉 (空頭區),bearish,False,27,11,0.01199873220608726,0.4074074074074074,⚪ 純指標,0.0
Industrials,Aerospace & Defense,MACD,MACD 突破 0 軸,bullish,False,63,16,-0.006937591868392384,0.25396825396825395,⚪ 純指標,0.0
Industrials,Aerospace & Defense,MACD,MACD 跌破 0 軸,bearish,False,60,20,-0.0006236332363029799,0.3333333333333333,⚪ 純指標,0.0
Industrials,Aerospace & Defense,MACD,MACD 金叉 (空頭區),bullish,False,60,31,0.020889081674907543,0.5166666666666667,⚪ 純指標,0.0
Industrials,Aerospace & Defense,RSI,RSI 維持超買,bearish,False,266,57,-0.004515593664392787,0.21428571428571427,⚪ 純指標,0.0
Industrials,Aerospace & Defense,RSI,RSI 維持超買,bearish,True,78,16,-8.749006161864509e-05,0.20512820512820512,✅ 複合,-0.009157509157509153
Industrials,Aerospace & Defense,RSI,RSI 維持超賣,bullish,False,73,32,0.010929177163066907,0.4383561643835616,⚪ 純指標,0.0
Industrials,Aerospace & Defense,RSI,RSI 維持超賣,bullish,True,18,15,0.0778150263514551,0.8333333333333334,✅ 複合,0.39497716894977175
Industrials,Aerospace & Defense,RSI,RSI 超買區域 (70),bearish,False,80,19,-0.00658139950871421,0.2375,⚪ 純指標,0.0
Industrials,Aerospace & Defense,RSI,RSI 超買區域 (70),bearish,True,26,11,0.011279128757515293,0.4230769230769231,✅ 複合,0.18557692307692308
Industrials,Aerospace & Defense,RSI,RSI 超賣區域 (30),bullish,False,37,17,0.008758534259956817,0.4594594594594595,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,BB,BB 突破上軌 (超買),bearish,False,21,6,-0.010030308493049114,0.2857142857142857,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,BB,BB 跌破下軌 (超賣),bullish,False,9,5,0.04539191620667154,0.5555555555555556,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,EMA,價格突破 EMA20,bullish,False,8,3,-0.00017209967137992756,0.375,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,EMA,價格跌破 EMA20,bearish,False,9,1,-0.003147433503700723,0.1111111111111111,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,MACD,MACD 突破 0 軸,bullish,False,8,3,-0.018949408687589056,0.375,⚪ 純指標,0.0
Industrials,Agricultural & Farm Machinery,RSI,RSI 維持超買,bearish,False,15,5,-0.015866443031821456,0.3333333333333333,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,BB,BB 突破上軌 (超買),bearish,False,96,24,0.0006290856682313838,0.25,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,BB,BB 突破上軌 (超買),bearish,True,32,13,0.00856059908953238,0.40625,✅ 複合,0.1975121359223301
Industrials,Air Freight & Logistics,BB,BB 跌破下軌 (超賣),bullish,False,42,18,0.009164735385014753,0.42857142857142855,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,9,4,0.022896774341201173,0.4444444444444444,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,EMA,價格突破 EMA20,bullish,False,24,8,0.019325938744632475,0.3333333333333333,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,EMA,價格跌破 EMA20,bearish,False,26,6,-0.04341149439228316,0.23076923076923078,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,KDJ,KDJ 超賣區金叉,bullish,False,33,7,-0.009859267853471115,0.21212121212121213,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,MACD,MACD 死叉 (空頭區),bearish,False,13,6,-0.00036350426740954384,0.46153846153846156,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,MACD,MACD 突破 0 軸,bullish,False,24,6,-0.004918531750330332,0.25,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,MACD,MACD 跌破 0 軸,bearish,False,20,5,-0.005747938018397425,0.25,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,MACD,MACD 金叉 (空頭區),bullish,False,26,8,0.001758805704357262,0.3076923076923077,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,RSI,RSI 維持超買,bearish,False,88,14,-0.006661547015810834,0.1590909090909091,⚪ 純指標,0.0
Industrials,Air Freight & Logistics,RSI,RSI 維持超買,bearish,True,31,5,0.004728189882095951,0.16129032258064516,✅ 複合,-0.05299539170506912
