sector,subsector,indicator,signal,direction,has_pattern,count,successes,avg_return,win_rate,strategy,improvement
Commerce & Industry,Commerce & Industry,BB,BB 突破上軌 (超買),bearish,False,502,120,-0.008918858570375358,0.23904382470119523,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,BB,BB 突破上軌 (超買),bearish,True,123,49,0.008753322962074902,0.3983739837398374,✅ 複合,0.15933015903864217
Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),bullish,False,248,94,0.006638056500126833,0.3790322580645161,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),bullish,True,44,26,0.035661965270068256,0.5909090909090909,✅ 複合,0.21187683284457481
Commerce & Industry,Commerce & Industry,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,32,10,-0.0008406736382064234,0.3125,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,EMA,EMA 黃金交叉 (20 上穿 50),bullish,False,28,11,0.004773679219037631,0.39285714285714285,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,EMA,價格突破 EMA20,bullish,False,258,88,0.003756101599143278,0.34108527131782945,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,EMA,價格突破 EMA20,bullish,True,27,13,0.02068013420850461,0.48148148148148145,✅ 複合,0.140396210163652
Commerce & Industry,Commerce & Industry,EMA,價格跌破 EMA20,bearish,False,235,62,-0.00464666862369889,0.26382978723404255,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,EMA,價格跌破 EMA20,bearish,True,49,13,-0.0001656755059233413,0.2653061224489796,✅ 複合,0.0014763352149370634
Commerce & Industry,Commerce & Industry,KDJ,KDJ 超買區死叉,bearish,False,51,11,-0.012143857752865422,0.21568627450980393,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,KDJ,KDJ 超買區死叉,bearish,True,14,3,-0.0296340970826073,0.21428571428571427,✅ 複合,-0.0014005602240896586
Commerce & Industry,Commerce & Industry,KDJ,KDJ 超賣區金叉,bullish,False,208,70,0.004577418011027262,0.33653846153846156,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,KDJ,KDJ 超賣區金叉,bullish,True,21,9,-0.00013360894804582274,0.42857142857142855,✅ 複合,0.09203296703296698
Commerce & Industry,Commerce & Industry,MACD,MACD 死叉 (空頭區),bearish,False,67,19,-0.01185211300872107,0.2835820895522388,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,MACD,MACD 突破 0 軸,bullish,False,115,39,0.003931252511921186,0.3391304347826087,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,MACD,MACD 跌破 0 軸,bearish,False,113,33,-0.0014312657038172169,0.2920353982300885,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (空頭區),bullish,False,133,54,0.01157923196968482,0.40601503759398494,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (空頭區),bullish,True,10,5,0.013452662802603826,0.5,✅ 複合,0.09398496240601506
Commerce & Industry,Commerce & Industry,RSI,RSI 維持超買,bearish,False,381,94,-0.0070501382728404526,0.24671916010498687,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,RSI,RSI 維持超買,bearish,True,100,47,0.004752791841749843,0.47,✅ 複合,0.2232808398950131
Commerce & Industry,Commerce & Industry,RSI,RSI 維持超賣,bullish,False,103,34,0.008117591879289359,0.3300970873786408,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,RSI,RSI 維持超賣,bullish,True,12,5,0.024908045778306895,0.4166666666666667,✅ 複合,0.08656957928802589
Commerce & Industry,Commerce & Industry,RSI,RSI 超買區域 (70),bearish,False,152,44,-0.0061308075515812055,0.2894736842105263,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,RSI,RSI 超買區域 (70),bearish,True,39,24,0.02695105523561111,0.6153846153846154,✅ 複合,0.3259109311740891
Commerce & Industry,Commerce & Industry,RSI,RSI 超賣區域 (30),bullish,False,55,28,0.017345150335660232,0.509090909090909,⚪ 純指標,0.0
Commerce & Industry,Commerce & Industry,RSI,RSI 超賣區域 (30),bullish,True,13,9,0.049158803539741266,0.6923076923076923,✅ 複合,0.18321678321678325
Communication Services,Advertising,BB,BB 突破上軌 (超買),bearish,False,18,8,-0.0031485231474815073,0.4444444444444444,⚪ 純指標,0.0
Communication Services,Advertising,BB,BB 突破上軌 (超買),bearish,True,10,7,0.024695631776169326,0.7,✅ 複合,0.25555555555555554
Communication Services,Advertising,BB,BB 跌破下軌 (超賣),bullish,False,45,14,-0.013524027309546773,0.3111111111111111,⚪ 純指標,0.0
Communication Services,Advertising,EMA,價格突破 EMA20,bullish,False,22,7,-0.0005344913132538632,0.3181818181818182,⚪ 純指標,0.0
Communication Services,Advertising,EMA,價格跌破 EMA20,bearish,False,20,9,0.01806834483187916,0.45,⚪ 純指標,0.0
Communication Services,Advertising,KDJ,KDJ 超賣區金叉,bullish,False,31,10,-0.0018661606644520946,0.3225806451612903,⚪ 純指標,0.0
Communication Services,Advertising,MACD,MACD 死叉 (空頭區),bearish,False,15,3,-0.008320951890416041,0.2,⚪ 純指標,0.0
Communication Services,Advertising,MACD,MACD 突破 0 軸,bullish,False,13,3,0.014087144054564727,0.23076923076923078,⚪ 純指標,0.0
Communication Services,Advertising,MACD,MACD 跌破 0 軸,bearish,False,11,3,-0.009466214214880047,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Advertising,MACD,MACD 金叉 (空頭區),bullish,False,19,4,-0.016504918638079433,0.21052631578947367,⚪ 純指標,0.0
Communication Services,Advertising,RSI,RSI 維持超賣,bullish,False,65,25,-0.012190973453772227,0.38461538461538464,⚪ 純指標,0.0
Communication Services,Advertising,RSI,RSI 維持超賣,bullish,True,10,3,0.013959644325495072,0.3,✅ 複合,-0.08461538461538465
Communication Services,Advertising,RSI,RSI 超賣區域 (30),bullish,False,15,4,-0.02281956337971257,0.26666666666666666,⚪ 純指標,0.0
Communication Services,Broadcasting,BB,BB 突破上軌 (超買),bearish,False,77,9,-0.02962951658020602,0.11688311688311688,⚪ 純指標,0.0
Communication Services,Broadcasting,BB,BB 突破上軌 (超買),bearish,True,10,1,0.005199154770892864,0.1,✅ 複合,-0.34444444444444444
Communication Services,Broadcasting,BB,BB 跌破下軌 (超賣),bullish,False,48,16,-0.00908862492409399,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Broadcasting,BB,BB 跌破下軌 (超賣),bullish,True,8,5,0.03503191729983698,0.625,✅ 複合,0.3138888888888889
Communication Services,Broadcasting,EMA,價格突破 EMA20,bullish,False,17,6,0.008154305286185258,0.35294117647058826,⚪ 純指標,0.0
Communication Services,Broadcasting,EMA,價格跌破 EMA20,bearish,False,17,6,0.013607010422396823,0.35294117647058826,⚪ 純指標,0.0
Communication Services,Broadcasting,MACD,MACD 突破 0 軸,bullish,False,15,7,0.03713586798623838,0.4666666666666667,⚪ 純指標,0.0
Communication Services,Broadcasting,MACD,MACD 跌破 0 軸,bearish,False,15,3,-0.002161000883978109,0.2,⚪ 純指標,0.0
Communication Services,Broadcasting,MACD,MACD 金叉 (空頭區),bullish,False,12,7,0.06705254630464165,0.5833333333333334,⚪ 純指標,0.0
Communication Services,Broadcasting,RSI,RSI 維持超買,bearish,False,70,13,-0.01256477088728323,0.18571428571428572,⚪ 純指標,0.0
Communication Services,Broadcasting,RSI,RSI 維持超買,bearish,True,28,5,-0.003461112576735361,0.17857142857142858,✅ 複合,-0.007142857142857145
Communication Services,Broadcasting,RSI,RSI 維持超賣,bullish,False,24,5,-0.0244234215753082,0.20833333333333334,⚪ 純指標,0.0
Communication Services,Broadcasting,RSI,RSI 超買區域 (70),bearish,False,25,10,-0.017794785063108946,0.4,⚪ 純指標,0.0
Communication Services,Cable & Satellite,BB,BB 突破上軌 (超買),bearish,False,34,16,0.041254526134775704,0.47058823529411764,⚪ 純指標,0.0
Communication Services,Cable & Satellite,BB,BB 突破上軌 (超買),bearish,True,8,6,0.02987459414160211,0.75,✅ 複合,0.3055555555555556
Communication Services,Cable & Satellite,BB,BB 跌破下軌 (超賣),bullish,False,38,9,-0.01658060549926528,0.23684210526315788,⚪ 純指標,0.0
Communication Services,Cable & Satellite,EMA,價格突破 EMA20,bullish,False,19,8,0.024996564908252895,0.42105263157894735,⚪ 純指標,0.0
Communication Services,Cable & Satellite,EMA,價格跌破 EMA20,bearish,False,12,4,-0.0009185911176193209,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Cable & Satellite,EMA,價格跌破 EMA20,bearish,True,8,1,-0.03040072997708953,0.125,✅ 複合,-0.325
Communication Services,Cable & Satellite,KDJ,KDJ 超賣區金叉,bullish,False,22,8,-0.0010179547341771127,0.36363636363636365,⚪ 純指標,0.0
Communication Services,Cable & Satellite,MACD,MACD 突破 0 軸,bullish,False,16,6,-0.0035422095320952396,0.375,⚪ 純指標,0.0
Communication Services,Cable & Satellite,MACD,MACD 跌破 0 軸,bearish,False,14,4,-0.017339458980239798,0.2857142857142857,⚪ 純指標,0.0
Communication Services,Cable & Satellite,MACD,MACD 金叉 (空頭區),bullish,False,15,8,0.02188625936986727,0.5333333333333333,⚪ 純指標,0.0
Communication Services,Cable & Satellite,RSI,RSI 維持超賣,bullish,False,36,9,-0.012925699905624968,0.25,⚪ 純指標,0.0
Communication Services,Cable & Satellite,RSI,RSI 維持超賣,bullish,True,8,2,-0.025288165490926724,0.25,✅ 複合,-0.13461538461538464
Communication Services,Cable & Satellite,RSI,RSI 超賣區域 (30),bullish,False,16,3,-0.01543665745559023,0.1875,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,BB,BB 突破上軌 (超買),bearish,False,30,5,-0.00912972971382465,0.16666666666666666,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,BB,BB 跌破下軌 (超賣),bullish,False,37,4,-0.00530990366184919,0.10810810810810811,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,EMA,價格突破 EMA20,bullish,False,24,6,0.013102502287052458,0.25,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,EMA,價格跌破 EMA20,bearish,False,22,6,-0.005018406737321414,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,KDJ,KDJ 超賣區金叉,bullish,False,46,8,-0.0025768036100981785,0.17391304347826086,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,MACD,MACD 死叉 (空頭區),bearish,False,8,1,-0.01441214217893009,0.125,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,MACD,MACD 突破 0 軸,bullish,False,11,2,0.0011753874192489354,0.18181818181818182,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,MACD,MACD 跌破 0 軸,bearish,False,11,3,0.0005412467819405921,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,MACD,MACD 金叉 (空頭區),bullish,False,18,6,0.019701693197692,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,RSI,RSI 維持超買,bearish,False,55,3,-0.015642472217247582,0.05454545454545454,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,RSI,RSI 維持超賣,bullish,False,18,6,0.013174268506709715,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Integrated Telecommunication Services,RSI,RSI 超買區域 (70),bearish,False,11,3,-0.00011717901875429713,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,BB,BB 突破上軌 (超買),bearish,False,37,5,-0.008795661905369722,0.13513513513513514,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,BB,BB 跌破下軌 (超賣),bullish,False,18,5,-0.005194021711006042,0.2777777777777778,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,BB,BB 跌破下軌 (超賣),bullish,True,12,6,0.02324338649727935,0.5,✅ 複合,0.18888888888888888
Communication Services,Interactive Home Entertainment,EMA,價格突破 EMA20,bullish,False,15,6,0.012772426201888409,0.4,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,EMA,價格跌破 EMA20,bearish,False,13,3,0.001347711728739095,0.23076923076923078,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,MACD,MACD 突破 0 軸,bullish,False,11,3,-0.0012034960160625372,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,MACD,MACD 跌破 0 軸,bearish,False,10,1,-0.029191886696098224,0.1,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,MACD,MACD 金叉 (空頭區),bullish,False,9,2,-0.008056449211771222,0.2222222222222222,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,RSI,RSI 維持超買,bearish,False,28,3,0.0029294837151377213,0.10714285714285714,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,RSI,RSI 維持超買,bearish,True,12,2,0.0064251199053809846,0.16666666666666666,✅ 複合,-0.019047619047619063
Communication Services,Interactive Home Entertainment,RSI,RSI 維持超賣,bullish,False,13,5,-0.003633203278681232,0.38461538461538464,⚪ 純指標,0.0
Communication Services,Interactive Home Entertainment,RSI,RSI 維持超賣,bullish,True,10,4,0.007246962417325359,0.4,✅ 複合,0.015384615384615385
Communication Services,Interactive Home Entertainment,RSI,RSI 超買區域 (70),bearish,False,10,3,0.007781752750662863,0.3,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,BB,BB 突破上軌 (超買),bearish,False,64,15,-0.006345239770989171,0.234375,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,BB,BB 跌破下軌 (超賣),bullish,False,46,17,0.011073582579079855,0.3695652173913043,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,EMA,價格突破 EMA20,bullish,False,20,12,0.024883884557455358,0.6,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,EMA,價格跌破 EMA20,bearish,False,21,11,0.011533505487086286,0.5238095238095238,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,KDJ,KDJ 超買區死叉,bearish,False,14,0,-0.02213045184174676,0.0,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,MACD,MACD 死叉 (空頭區),bearish,False,10,6,0.01953455024284117,0.6,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,MACD,MACD 突破 0 軸,bullish,False,10,4,3.4108618362155804e-05,0.4,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,MACD,MACD 跌破 0 軸,bearish,False,9,4,0.019506927229122836,0.4444444444444444,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,MACD,MACD 金叉 (空頭區),bullish,False,17,8,0.0156784383217056,0.47058823529411764,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,RSI,RSI 維持超買,bearish,False,99,17,-0.017411023692792845,0.1717171717171717,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,RSI,RSI 維持超買,bearish,True,20,5,-0.0027955620851781533,0.25,✅ 複合,0.06428571428571428
Communication Services,Interactive Media & Services,RSI,RSI 維持超賣,bullish,False,18,10,0.03745321011858445,0.5555555555555556,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,RSI,RSI 超買區域 (70),bearish,False,32,9,-0.005491574970225549,0.28125,⚪ 純指標,0.0
Communication Services,Interactive Media & Services,RSI,RSI 超賣區域 (30),bullish,False,11,7,0.029243317037261938,0.6363636363636364,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,BB,BB 突破上軌 (超買),bearish,False,73,21,0.0008284586087100915,0.2876712328767123,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,BB,BB 突破上軌 (超買),bearish,True,21,9,0.017381932265927838,0.42857142857142855,✅ 複合,-0.015873015873015872
Communication Services,Movies & Entertainment,BB,BB 跌破下軌 (超賣),bullish,False,76,27,0.0147056664694377,0.35526315789473684,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,BB,BB 跌破下軌 (超賣),bullish,True,20,12,0.03454560737075507,0.6,✅ 複合,0.28888888888888886
Communication Services,Movies & Entertainment,EMA,EMA 死亡交叉 (20 下穿 50),bearish,False,12,1,-0.02942358731654501,0.08333333333333333,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,EMA,價格突破 EMA20,bullish,False,40,14,-0.0033446726022560323,0.35,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,EMA,價格跌破 EMA20,bearish,False,37,10,0.002304598562825484,0.2702702702702703,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,EMA,價格跌破 EMA20,bearish,True,10,3,0.006126626357385149,0.3,✅ 複合,-0.15000000000000002
Communication Services,Movies & Entertainment,KDJ,KDJ 超買區死叉,bearish,False,10,5,0.023196319132789755,0.5,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,KDJ,KDJ 超賣區金叉,bullish,False,33,10,0.0018082191018971815,0.30303030303030304,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,KDJ,KDJ 超賣區金叉,bullish,True,10,5,0.03433541183796605,0.5,✅ 複合,0.1774193548387097
Communication Services,Movies & Entertainment,MACD,MACD 死叉 (空頭區),bearish,False,21,6,0.005242727759731543,0.2857142857142857,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,MACD,MACD 突破 0 軸,bullish,False,32,11,0.0014343056616120304,0.34375,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,MACD,MACD 跌破 0 軸,bearish,False,29,10,0.010106211438587396,0.3448275862068966,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,MACD,MACD 金叉 (空頭區),bullish,False,38,15,0.011895666666310744,0.39473684210526316,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,RSI,RSI 維持超買,bearish,False,75,25,0.008863223522676322,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,RSI,RSI 維持超買,bearish,True,24,13,0.025476441216487317,0.5416666666666666,✅ 複合,0.3559523809523809
Communication Services,Movies & Entertainment,RSI,RSI 維持超賣,bullish,False,45,9,0.0003157646095586048,0.2,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,RSI,RSI 維持超賣,bullish,True,13,6,0.013873029267105349,0.46153846153846156,✅ 複合,0.07692307692307693
Communication Services,Movies & Entertainment,RSI,RSI 超買區域 (70),bearish,False,29,5,-0.00680362865741908,0.1724137931034483,⚪ 純指標,0.0
Communication Services,Movies & Entertainment,RSI,RSI 超賣區域 (30),bullish,False,20,5,0.018954405051642306,0.25,⚪ 純指標,0.0
Communication Services,Publishing,BB,BB 突破上軌 (超買),bearish,False,33,4,-0.0018672915440294136,0.12121212121212122,⚪ 純指標,0.0
Communication Services,Publishing,BB,BB 突破上軌 (超買),bearish,True,15,2,-0.0019119768107482339,0.13333333333333333,✅ 複合,-0.3111111111111111
Communication Services,Publishing,BB,BB 跌破下軌 (超賣),bullish,False,26,10,0.005286067551543245,0.38461538461538464,⚪ 純指標,0.0
Communication Services,Publishing,BB,BB 跌破下軌 (超賣),bullish,True,11,4,0.02601434480764524,0.36363636363636365,✅ 複合,0.05252525252525253
Communication Services,Publishing,EMA,價格突破 EMA20,bullish,False,16,1,0.0014018315542587971,0.0625,⚪ 純指標,0.0
Communication Services,Publishing,EMA,價格跌破 EMA20,bearish,False,21,7,0.0017917446987843286,0.3333333333333333,⚪ 純指標,0.0
Communication Services,Publishing,KDJ,KDJ 超賣區金叉,bullish,False,10,1,-0.008702789399140036,0.1,⚪ 純指標,0.0
Communication Services,Publishing,MACD,MACD 突破 0 軸,bullish,False,15,6,0.011788180633721465,0.4,⚪ 純指標,0.0
Communication Services,Publishing,MACD,MACD 跌破 0 軸,bearish,False,11,5,0.013719116576109762,0.45454545454545453,⚪ 純指標,0.0
Communication Services,Publishing,MACD,MACD 金叉 (空頭區),bullish,False,10,0,-0.002499322606379203,0.0,⚪ 純指標,0.0
Communication Services,Publishing,RSI,RSI 維持超買,bearish,False,13,5,0.02824748958342419,0.38461538461538464,⚪ 純指標,0.0
Communication Services,Publishing,RSI,RSI 維持超買,bearish,True,8,2,-0.0014506193174206915,0.25,✅ 複合,0.06428571428571428
Communication Services,Publishing,RSI,RSI 維持超賣,bullish,True,10,2,0.02983261307991354,0.2,✅ 複合,-0.18461538461538463
Communication Services,Publishing,RSI,RSI 超賣區域 (30),bullish,False,10,5,0.01516547448767409,0.5,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,BB,BB 突破上軌 (超買),bearish,False,27,5,-0.056850672439969226,0.18518518518518517,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,BB,BB 突破上軌 (超買),bearish,True,11,4,-0.04121453376663073,0.36363636363636365,✅ 複合,-0.08080808080808077
Communication Services,Wireless Telecommunication Services,BB,BB 跌破下軌 (超賣),bullish,False,34,14,0.009133818745426334,0.4117647058823529,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,BB,BB 跌破下軌 (超賣),bullish,True,9,4,0.02405174535781028,0.4444444444444444,✅ 複合,0.1333333333333333
Communication Services,Wireless Telecommunication Services,EMA,價格突破 EMA20,bullish,False,16,3,-0.014791392776878954,0.1875,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,EMA,價格跌破 EMA20,bearish,False,18,7,-0.0022982874608996253,0.3888888888888889,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,KDJ,KDJ 超賣區金叉,bullish,False,8,4,0.009251211533157581,0.5,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,MACD,MACD 死叉 (空頭區),bearish,False,10,4,-0.015182369348559089,0.4,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,MACD,MACD 突破 0 軸,bullish,False,12,6,0.1245996560246206,0.5,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,MACD,MACD 跌破 0 軸,bearish,False,11,3,-0.01526976959823518,0.2727272727272727,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,MACD,MACD 金叉 (空頭區),bullish,False,16,6,-0.004532894426516847,0.375,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,RSI,RSI 維持超買,bearish,False,45,16,-0.014323476371351755,0.35555555555555557,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,RSI,RSI 維持超買,bearish,True,24,4,-0.04118816596060188,0.16666666666666666,✅ 複合,-0.019047619047619063
Communication Services,Wireless Telecommunication Services,RSI,RSI 超買區域 (70),bearish,False,9,0,-0.07584241446362817,0.0,⚪ 純指標,0.0
Communication Services,Wireless Telecommunication Services,RSI,RSI 超賣區域 (30),bullish,False,9,5,0.013335064309501281,0.5555555555555556,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,BB,BB 突破上軌 (超買),bearish,False,42,6,-0.0035377399915269485,0.14285714285714285,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,BB,BB 突破上軌 (超買),bearish,True,14,4,0.011445852136366955,0.2857142857142857,✅ 複合,0.14285714285714285
Consumer Discretionary,Apparel Retail,BB,BB 跌破下軌 (超賣),bullish,False,20,5,-0.001518938047474815,0.25,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,EMA,價格突破 EMA20,bullish,False,15,3,0.00226979125226629,0.2,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,EMA,價格跌破 EMA20,bearish,False,17,2,-0.01611767132339728,0.11764705882352941,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,KDJ,KDJ 超賣區金叉,bullish,False,12,3,0.006462206438940586,0.25,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,MACD,MACD 突破 0 軸,bullish,False,9,1,0.0038633190919319174,0.1111111111111111,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,MACD,MACD 跌破 0 軸,bearish,False,9,2,0.005627329601284889,0.2222222222222222,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,MACD,MACD 金叉 (空頭區),bullish,False,9,1,-0.0060236171597287036,0.1111111111111111,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,RSI,RSI 維持超買,bearish,False,29,6,0.0007720650397722551,0.20689655172413793,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,RSI,RSI 維持超買,bearish,True,23,5,0.007546886535232657,0.21739130434782608,✅ 複合,0.010494752623688153
Consumer Discretionary,Apparel Retail,RSI,RSI 維持超賣,bullish,False,11,4,0.01318967073375219,0.36363636363636365,⚪ 純指標,0.0
Consumer Discretionary,Apparel Retail,RSI,RSI 超買區域 (70),bearish,False,15,1,-0.010525437369039142,0.06666666666666667,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",BB,BB 突破上軌 (超買),bearish,False,58,10,-0.015183766718538423,0.1724137931034483,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",BB,BB 突破上軌 (超買),bearish,True,17,6,0.0028616741395584193,0.35294117647058826,✅ 複合,0.2100840336134454
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",BB,BB 跌破下軌 (超賣),bullish,False,58,15,-0.00987655446951447,0.25862068965517243,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",BB,BB 跌破下軌 (超賣),bullish,True,15,5,-0.006402697798172493,0.3333333333333333,✅ 複合,0.08333333333333331
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",EMA,價格突破 EMA20,bullish,False,39,15,0.004434003093460523,0.38461538461538464,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",EMA,價格跌破 EMA20,bearish,False,38,17,-0.002341929757100544,0.4473684210526316,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",EMA,價格跌破 EMA20,bearish,True,9,1,-0.010287961954659995,0.1111111111111111,✅ 複合,-0.006535947712418305
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",KDJ,KDJ 超賣區金叉,bullish,False,21,9,0.010805035479137762,0.42857142857142855,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",MACD,MACD 死叉 (空頭區),bearish,False,18,7,0.007284280757105407,0.3888888888888889,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",MACD,MACD 突破 0 軸,bullish,False,21,9,0.023199434144857783,0.42857142857142855,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",MACD,MACD 跌破 0 軸,bearish,False,23,8,-0.008626876898972765,0.34782608695652173,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",MACD,MACD 金叉 (空頭區),bullish,False,31,15,0.002967005218823569,0.4838709677419355,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 維持超買,bearish,False,60,15,-0.0037614780737968627,0.25,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 維持超買,bearish,True,30,9,-0.008730412863375493,0.3,✅ 複合,0.09310344827586206
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 維持超賣,bullish,False,53,21,-0.003047210925281152,0.39622641509433965,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 維持超賣,bullish,True,14,6,-0.004685490991663473,0.42857142857142855,✅ 複合,0.0649350649350649
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 超買區域 (70),bearish,False,22,3,-0.01548181640871926,0.13636363636363635,⚪ 純指標,0.0
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 超買區域 (70),bearish,True,9,4,-0.0017587460278157597,0.4444444444444444,✅ 複合,0.37777777777777777
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RSI,RSI 超賣區域 (30),bullish,False,23,8,-0.006944148710422079,0.34782608695652173,⚪ 純指標,0.0
