symbol,sector,signal,matched_pattern,has_pattern,volume_confirmed,count,win_rate,avg_return,improvement
ADI,Information Technology,KDJ 超買區死叉,None,False,False,11,0.18181818181818182,0.003355095641667021,0.0
ADI,Information Technology,KDJ 超賣區金叉,None,False,False,9,0.5555555555555556,0.03404826331623293,0.0
ADI,Information Technology,MACD 死叉 (空頭區),None,False,False,6,0.16666666666666666,-0.007883495859014973,0.0
ADI,Information Technology,價格突破 EMA20,None,False,False,36,0.2777777777777778,-0.0011459302957600775,0.0
ADI,Information Technology,EMA 黃金交叉 (20 上穿 50),None,False,False,7,0.14285714285714285,-0.008066326976874063,0.0
ADI,Information Technology,RSI 超買區域 (70),None,False,False,15,0.06666666666666667,-0.01976028545516227,0.0
ADI,Information Technology,價格跌破 EMA20,None,False,False,32,0.28125,-0.0040181242955126106,0.0
ADI,Information Technology,EMA 死亡交叉 (20 下穿 50),None,False,False,7,0.2857142857142857,-0.027239069165255723,0.0
ADM,Consumer Staples,RSI 超賣區域 (30),None,False,False,9,0.4444444444444444,0.006135571158378605,0.0
ADM,Consumer Staples,BB 跌破下軌 (超賣),None,False,False,31,0.3548387096774194,0.014240908469659093,0.0
ADM,Consumer Staples,RSI 維持超賣,None,False,False,9,0.1111111111111111,0.007938841187249739,0.0
ADM,Consumer Staples,MACD 死叉 (空頭區),None,False,False,13,0.07692307692307693,-0.012654213447648891,0.0
ADM,Consumer Staples,MACD 金叉 (空頭區),None,False,False,22,0.22727272727272727,-0.006991698779048642,0.0
ADM,Consumer Staples,MACD 突破 0 軸,None,False,False,15,0.3333333333333333,-0.0022645300192690575,0.0
ADM,Consumer Staples,BB 跌破下軌 (超賣),None,False,True,7,0.42857142857142855,0.010238628196717546,0.07373271889400917
ADM,Consumer Staples,MACD 跌破 0 軸,None,False,False,15,0.13333333333333333,-0.015404575082388173,0.0
ADM,Consumer Staples,BB 突破上軌 (超買),None,False,False,24,0.20833333333333334,-0.011651378717747745,0.0
ADM,Consumer Staples,RSI 超買區域 (70),None,False,False,9,0.1111111111111111,-0.007191551335210776,0.0
ADM,Consumer Staples,RSI 維持超買,None,False,False,21,0.19047619047619047,0.006213559102953118,0.0
ADM,Consumer Staples,RSI 維持超買,Bearish Engulfing,True,False,5,0.4,0.022428943506504033,0.20952380952380956
ADM,Consumer Staples,KDJ 超賣區金叉,None,False,False,10,0.2,0.006247371699888382,0.0
ADM,Consumer Staples,BB 跌破下軌 (超賣),Bullish Harami,True,False,5,0.4,0.02491404962168984,0.04516129032258065
ADM,Consumer Staples,價格突破 EMA20,None,False,False,40,0.275,0.0018858650263737574,0.0
ADM,Consumer Staples,價格跌破 EMA20,None,False,False,40,0.125,-0.013917476463334863,0.0
ADM,Consumer Staples,BB 突破上軌 (超買),None,False,True,11,0.36363636363636365,-0.011490136266052602,0.1553030303030303
ADM,Consumer Staples,EMA 黃金交叉 (20 上穿 50),None,False,False,6,0.5,0.012973832391856751,0.0
ADM,Consumer Staples,EMA 死亡交叉 (20 下穿 50),None,False,False,5,0.0,-0.015571798708947867,0.0
ADP,Industrials,MACD 死叉 (空頭區),None,False,False,19,0.0,-0.010976409421298189,0.0
ADP,Industrials,BB 跌破下軌 (超賣),None,False,False,29,0.2413793103448276,0.0007289525619533823,0.0
ADP,Industrials,MACD 金叉 (空頭區),None,False,False,27,0.1111111111111111,-0.003521854583842726,0.0
ADP,Industrials,BB 突破上軌 (超買),None,False,False,24,0.16666666666666666,-0.005337450367776463,0.0
ADP,Industrials,MACD 突破 0 軸,None,False,False,18,0.1111111111111111,-0.012603151169707833,0.0
ADP,Industrials,RSI 超買區域 (70),None,False,False,12,0.0,-0.00772793960402673,0.0
ADP,Industrials,RSI 維持超買,None,False,False,42,0.19047619047619047,-0.002553503248088002,0.0
ADP,Industrials,KDJ 超買區死叉,None,False,False,6,0.16666666666666666,0.002160117537976037,0.0
ADP,Industrials,KDJ 超賣區金叉,None,False,False,21,0.14285714285714285,-0.00011086896837588501,0.0
ADP,Industrials,MACD 跌破 0 軸,None,False,False,12,0.25,0.007927546836810843,0.0
ADP,Industrials,價格跌破 EMA20,None,False,False,30,0.2,0.003262157037816223,0.0
ADP,Industrials,BB 跌破下軌 (超賣),None,False,True,12,0.16666666666666666,-0.011306076849379591,-0.07471264367816094
ADP,Industrials,RSI 維持超賣,None,False,True,6,0.16666666666666666,0.004329359457348732,-0.018518518518518517
ADP,Industrials,價格突破 EMA20,None,False,False,36,0.08333333333333333,-0.007441200005453036,0.0
ADP,Industrials,EMA 黃金交叉 (20 上穿 50),None,False,False,8,0.125,-0.004639125424287345,0.0
ADP,Industrials,RSI 維持超買,Bearish Harami,True,False,5,0.0,0.004107099614196403,-0.19047619047619047
ADP,Industrials,BB 突破上軌 (超買),Bearish Harami,True,False,6,0.16666666666666666,0.002698935538755163,0.0
ADP,Industrials,EMA 死亡交叉 (20 下穿 50),None,False,False,7,0.14285714285714285,0.00010959118363554987,0.0
ADP,Industrials,RSI 維持超賣,None,False,False,27,0.18518518518518517,-0.013279556331589878,0.0
ADSK,Information Technology,BB 跌破下軌 (超賣),None,False,True,15,0.6,0.021858255204120318,0.25
ADSK,Information Technology,BB 跌破下軌 (超賣),None,False,False,20,0.35,-0.0010475543704555976,0.0
ADSK,Information Technology,MACD 跌破 0 軸,None,False,False,15,0.2,-0.009641694147095113,0.0
ADSK,Information Technology,MACD 金叉 (空頭區),None,False,False,17,0.23529411764705882,-0.0029350689769625385,0.0
ADSK,Information Technology,MACD 死叉 (空頭區),None,False,False,8,0.375,0.014547252311747558,0.0
ADSK,Information Technology,MACD 突破 0 軸,None,False,False,15,0.4,0.00016421478339664433,0.0
ADSK,Information Technology,BB 突破上軌 (超買),Bearish Harami,True,False,5,0.8,0.031266288330399065,0.51875
ADSK,Information Technology,BB 突破上軌 (超買),None,False,False,32,0.28125,0.004348391681056447,0.0
ADSK,Information Technology,RSI 超買區域 (70),None,False,False,13,0.5384615384615384,0.027276152163538587,0.0
ADSK,Information Technology,KDJ 超買區死叉,None,False,False,15,0.13333333333333333,-0.004873698957801808,0.0
ADSK,Information Technology,價格跌破 EMA20,None,False,False,34,0.29411764705882354,0.002539459011540704,0.0
ADSK,Information Technology,EMA 死亡交叉 (20 下穿 50),None,False,False,6,0.5,0.03149419264270078,0.0
ADSK,Information Technology,價格突破 EMA20,None,False,False,34,0.38235294117647056,0.00531644827180173,0.0
ADSK,Information Technology,EMA 黃金交叉 (20 上穿 50),None,False,False,5,0.4,0.007632923293242675,0.0
ADSK,Information Technology,RSI 維持超買,None,False,False,11,0.45454545454545453,0.02672949333567604,0.0
ADSK,Information Technology,RSI 超賣區域 (30),None,False,False,5,0.2,-0.0037024696337373264,0.0
ADSK,Information Technology,RSI 維持超賣,None,False,True,8,0.75,0.028351141662955524,0.4642857142857143
ADSK,Information Technology,RSI 維持超賣,None,False,False,14,0.2857142857142857,0.0013695325328901716,0.0
AEE,Utilities,MACD 死叉 (空頭區),None,False,False,13,0.15384615384615385,-0.011741262236549428,0.0
AEE,Utilities,BB 跌破下軌 (超賣),None,False,False,26,0.38461538461538464,0.006474813188396188,0.0
